Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Tu,2/27/24,22156.9,,,1.2603,22.8745,3.1801
Mo,2/26/24,22122.05,207.776M,327.661M,1.2622,22.8745,3.1801
Su,2/25/24,,,,,22.9682,3.1931
,,,,,,,
Sa,2/24/24,,,,,22.9682,3.1931
Fr,2/23/24,22212.7,225.983M,343.199M,1.2571,22.9682,3.1931
Th,2/22/24,22217.45,343.495M,357.653M,1.2568,22.9731,3.1938
We,2/21/24,22055.05,364.546M,356.923M,1.2661,22.8052,3.1704
Tu,2/20/24,22196.95,295.705M,359.992M,1.2533,22.9519,3.1908
Mo,2/19/24,22122.25,218.252M,365.288M,1.2578,22.8747,3.1801
Su,2/18/24,,,,,22.7903,3.1684
,,,,,,,
Sa,2/17/24,,,,,22.7903,3.1684
Fr,2/16/24,22040.7,343.893M,375.851M,1.2625,22.7903,3.1684
Th,2/15/24,21910.75,345.394M,380.801M,1.27,22.656,3.1497
We,2/14/24,21840.05,359.121M,384.939M,1.2707,22.5829,3.1395
Tu,2/13/24,21743.25,365.786M,390.978M,1.2764,22.4828,3.1256
Mo,2/12/24,21616.05,287.436M,389.463M,1.2839,22.3513,3.1073
Su,2/11/24,,,,,22.5234,3.1313
,,,,,,,
Sa,2/10/24,,,,,22.5234,3.1313
Fr,2/9/24,21782.5,349.223M,396.123M,1.2741,22.5234,3.1313
Th,2/8/24,21717.95,491.07M,403.242M,1.2767,22.4566,3.122
We,2/7/24,21930.5,346.264M,389.999M,1.262,22.6764,3.1525
Tu,2/6/24,21929.4,370.968M,389.951M,1.2621,22.6747,3.1524
Mo,2/5/24,21771.7,440.85M,384.866M,1.2599,22.5117,3.1297
Su,2/4/24,,,,,22.5927,3.1396
,,,,,,,
Sa,2/3/24,,,,,22.5927,3.1396
Fr,2/2/24,21853.8,442.795M,369.639M,1.2763,22.775,3.2269
Th,2/1/24,21697.45,332.541M,354.586M,1.2855,22.612,3.2038
We,1/31/24,21725.7,410.583M,347.654M,1.2838,22.6415,3.208
Tu,1/30/24,21522.1,375.137M,335.712M,1.2979,22.4293,3.1779
Mo,1/29/24,21737.6,376.702M,331.323M,1.285,25.0401,3.1134
Su,1/28/24,,,,,24.5966,3.0582
,,,,,,,
Sa,1/27/24,,,,,24.5966,3.0582
Fr,1/26/24,,,,,24.5966,3.0582
Th,1/25/24,21352.6,418.143M,328.821M,1.3082,24.5966,3.0582
We,1/24/24,21453.95,407.461M,321.741M,1.302,24.7134,3.0727
Tu,1/23/24,21238.8,449.719M,312.157M,1.3152,24.4655,3.0419
Mo,1/22/24,,,,,24.8491,3.0896
Su,1/21/24,,,,,24.8491,3.0896
,,,,,,,
Sa,1/20/24,21571.8,,,,24.8491,3.0896
Fr,1/19/24,21622.4,343.055M,292.442M,1.2919,24.9074,3.0969
Th,1/18/24,21462.25,387.341M,287.634M,1.2786,24.7229,3.0739
We,1/17/24,21571.95,456M,288.016M,1.2721,24.8493,3.0896
Tu,1/16/24,22032.3,292.434M,274.719M,1.2456,25.3796,3.1556
Mo,1/15/24,22097.45,345.544M,269.855M,1.3121,25.4546,3.1649
Su,1/14/24,,,,,25.2209,3.1358
,,,,,,,
Sa,1/13/24,,,,,25.2209,3.1358
Fr,1/12/24,21894.55,294.678M,265.799M,1.3244,25.2209,3.1358
Th,1/11/24,21647.2,212.454M,264.657M,1.3396,24.936,3.1004
We,1/10/24,21618.7,216.992M,274.752M,1.3413,24.9031,3.0963
Tu,1/9/24,21544.85,228.569M,276.936M,1.3459,24.8181,3.0857
Mo,1/8/24,21513,231.453M,278.343M,1.3479,24.7814,3.0812
Su,1/7/24,,,,,25.0092,3.1095
,,,,,,,
Sa,1/6/24,,,,,25.0092,3.1095
Fr,1/5/24,21710.8,309.303M,296.83M,1.3356,25.0092,3.1095
Th,1/4/24,21658.6,339.173M,298.504M,1.3389,24.9491,3.102
We,1/3/24,21517.35,311.933M,293.244M,1.3477,24.7864,3.0818
Tu,1/2/24,21665.8,263.712M,288.773M,1.3384,24.9574,3.1031
Mo,1/1/24,21741.9,153.995M,285.387M,1.3337,25.045,3.114
Su,12/31/23,,,,,25.033,3.1125
,,,,,,,
Sa,12/30/23,,,,,25.033,3.1125
Fr,12/29/23,21731.4,270.922M,294.616M,1.3344,25.033,3.1125
Th,12/28/23,21778.7,393.081M,294.887M,1.3285,25.0874,3.1192
We,12/27/23,21654.75,256.543M,292.629M,1.3361,24.9447,3.1015
Tu,12/26/23,21441.35,219.468M,303.594M,1.3494,24.6988,3.0709
Mo,12/25/23,,,,,24.5929,3.0578
Su,12/24/23,,,,,24.5929,3.0578
,,,,,,,
Sa,12/23/23,,,,,24.5929,3.0578
Fr,12/22/23,21349.4,284.709M,314.37M,1.3552,24.5929,3.0578
Th,12/21/23,21255.05,277.548M,313.11M,1.3613,24.4842,3.0442
We,12/20/23,21150.15,363.886M,327.046M,1.368,24.3634,3.0292
Tu,12/19/23,21453.1,249.75M,318.536M,1.3487,24.7124,3.0726
Mo,12/18/23,21418.65,249.669M,317.193M,1.3509,24.6727,3.0677
Su,12/17/23,,,,,24.7165,3.0731
,,,,,,,
Sa,12/16/23,,,,,24.7165,3.0731
Fr,12/15/23,21456.65,508.762M,310.274M,1.3485,24.7165,3.0731
Th,12/14/23,21182.7,334.411M,287.692M,1.3659,24.4009,3.0339
We,12/13/23,20926.35,260.269M,277.698M,1.3826,24.1056,2.9972
Tu,12/12/23,20906.4,244.867M,273.344M,1.384,24.0826,2.9943
Mo,12/11/23,20997.1,212.921M,268.605M,1.3386,24.1871,3.0073
Su,12/10/23,,,,,24.1552,3.0033
,,,,,,,
Sa,12/9/23,,,,,24.1552,3.0033
Fr,12/8/23,20969.4,292.441M,270.199M,1.3404,24.1552,3.0033
Th,12/7/23,20901.15,274.985M,269.549M,1.3448,24.0766,2.9936
We,12/6/23,20937.7,359.213M,270.647M,1.3424,24.1187,2.9988
Tu,12/5/23,20855.1,421.008M,259.318M,1.3477,24.0235,2.987
Mo,12/4/23,20686.8,381.107M,241.399M,1.3587,23.8297,2.9629
Su,12/3/23,,,,,23.3471,2.9029
,,,,,,,
Sa,12/2/23,,,,,23.3471,2.9029
Fr,12/1/23,20267.9,265.813M,229.886M,1.3868,23.3471,2.9029
Th,11/30/23,20133.15,486.585M,225.163M,1.3961,23.1919,2.8836
We,11/29/23,20096.6,236.242M,205.968M,1.3986,23.1498,2.8783
Tu,11/28/23,19889.7,229.595M,202.265M,1.4131,22.9115,2.8487
Mo,11/27/23,,,,,22.802,2.8351
Su,11/26/23,,,,,22.802,2.8351
,,,,,,,
Sa,11/25/23,,,,,22.802,2.8351
Fr,11/24/23,19794.7,145.895M,199.593M,1.4199,22.802,2.8351
Th,11/23/23,19802,170.024M,206.239M,1.4194,22.8104,2.8361
We,11/22/23,19811.85,184.498M,207.845M,1.4187,22.8218,2.8375
Tu,11/21/23,19783.4,194.969M,209.281M,1.4207,22.789,2.8335
Mo,11/20/23,19694,173.781M,208.292M,1.431,22.686,2.8207
Su,11/19/23,,,,,22.7296,2.8261
,,,,,,,
Sa,11/18/23,,,,,22.7296,2.8261
Fr,11/17/23,19731.8,236.827M,210.387M,1.4283,22.7296,2.8261
Th,11/16/23,19765.2,282.687M,214.622M,1.4258,22.768,2.8309
We,11/15/23,19675.45,291.465M,210.796M,1.431,22.6647,2.818
Tu,11/14/23,,,,,22.3975,2.7848
Mo,11/13/23,19443.55,189.276M,203.101M,1.448,22.3975,2.7848
Su,11/12/23,19525.55,,,,22.492,2.7965
,,,,,,,
Sa,11/11/23,,,,,22.3766,2.7822
Fr,11/10/23,19425.35,152.216M,203.706M,1.4494,22.3766,2.7822
Th,11/9/23,19395.3,208.418M,208.912M,1.4516,22.3419,2.7779
We,11/8/23,19443.5,194.968M,208.28M,1.4612,22.3975,2.7848
Tu,11/7/23,19406.7,198.66M,207.672M,1.464,22.3551,2.7795
Mo,11/6/23,19411.75,180.691M,206.493M,1.4636,22.3609,2.7802
Su,11/5/23,,,,,22.3559,2.8313
,,,,,,,
Sa,11/4/23,,,,,22.3559,2.8313
Fr,11/3/23,19230.6,189.516M,211.444M,1.4774,22.3559,2.8313
Th,11/2/23,19133.25,245.595M,213.336M,1.4718,22.2312,2.817
We,11/1/23,18989.15,194.103M,211.212M,1.4729,22.0638,2.7958
Tu,10/31/23,19079.6,206.049M,212.709M,1.465,22.1689,2.8091
Mo,10/30/23,19140.9,180.132M,209.978M,1.4603,21.9841,2.8454
Su,10/29/23,,,,,21.8766,2.8315
,,,,,,,
Sa,10/28/23,,,,,21.8766,2.8315
Fr,10/27/23,19047.25,205.201M,208.573M,1.4675,21.8766,2.8315
Th,10/26/23,18857.25,300.356M,210.551M,1.4801,21.6584,2.8033
We,10/25/23,19122.15,225.292M,209.004M,1.4596,21.9626,2.8426
Tu,10/24/23,,,,,22.1459,2.8664
Mo,10/23/23,19281.75,176.044M,208.765M,1.4412,22.1459,2.8664
Su,10/22/23,,,,,22.4456,2.9052
,,,,,,,
Sa,10/21/23,,,,,22.4456,2.9052
Fr,10/20/23,19542.65,198.341M,213.263M,1.4219,22.4456,2.9052
Th,10/19/23,19624.7,230.312M,223.561M,1.4135,22.5398,2.9174
We,10/18/23,19671.1,198.943M,221.777M,1.409,22.5931,2.9243
Tu,10/17/23,19811.5,185.847M,222.173M,1.399,22.7544,2.9451
Mo,10/16/23,19731.75,180.964M,222.343M,1.4047,22.6628,2.9333
Su,10/15/23,,,,,22.6849,2.9361
,,,,,,,
Sa,10/14/23,,,,,22.6849,2.9361
Fr,10/13/23,19751.05,254.956M,226.706M,1.4033,22.6849,2.9361
Th,10/12/23,19794,217.904M,228.051M,1.4003,22.7343,2.9425
We,10/11/23,19811.35,213.73M,238.728M,1.399,22.7542,2.9451
Tu,10/10/23,19689.85,216.559M,242.138M,1.4077,22.6146,2.927
Mo,10/9/23,19512.35,165.095M,256.913M,1.4205,22.4108,2.9007
Su,10/8/23,,,,,22.5729,2.9216
,,,,,,,
Sa,10/7/23,,,,,22.5729,2.9216
Fr,10/6/23,19653.5,159.051M,264.247M,1.4103,22.5729,2.9216
Th,10/5/23,19545.75,234.865M,270.403M,1.418,22.4491,2.9056
We,10/4/23,19436.1,277.148M,276.617M,1.426,22.3232,2.8893
Tu,10/3/23,19528.75,221.72M,274.724M,1.4193,22.4296,2.9031
Mo,10/2/23,,,,,22.5554,2.9194
Su,10/1/23,,,,,22.5554,2.9194
,,,,,,,
Sa,9/30/23,,,,,22.5554,2.9194
Fr,9/29/23,19638.3,243.509M,279.149M,1.4114,22.5554,2.9194
Th,9/28/23,19523.55,352.81M,283.244M,1.4153,22.4236,2.9023
We,9/27/23,19716.45,203.56M,293.922M,1.4014,22.6452,2.931
Tu,9/26/23,19664.7,204.869M,300.615M,1.4051,22.5858,2.9233
Mo,9/25/23,19674.55,188.398M,313.362M,1.4044,22.5971,2.9248
Su,9/24/23,,,,,22.5967,2.9247
,,,,,,,
Sa,9/23/23,,,,,22.5967,2.9247
Fr,9/22/23,19674.25,246.41M,325.635M,1.4045,22.5967,2.9247
Th,9/21/23,19742.35,275.132M,346.712M,1.3996,22.6749,2.9348
We,9/20/23,19901.4,378.066M,343.903M,1.3884,22.8576,2.9585
Tu,9/19/23,,,,,23.124,2.993
Mo,9/18/23,20133.3,264.871M,339.191M,1.3724,23.124,2.993
Su,9/17/23,,,,,23.1918,3.0017
,,,,,,,
Sa,9/16/23,,,,,23.1918,3.0017
Fr,9/15/23,20192.35,438.185M,338.078M,1.3684,23.1918,3.0017
Th,9/14/23,20103.1,275.112M,339.967M,1.3745,23.0893,2.9885
We,9/13/23,20070,251.395M,339.51M,1.3768,23.0513,2.9836
Tu,9/12/23,19993.2,328.064M,337.765M,1.382,22.9631,2.9721
Mo,9/11/23,19996.35,248.763M,329.808M,1.3866,22.9667,2.9726
Su,9/10/23,,,,,22.7641,2.9464
,,,,,,,
Sa,9/9/23,,,,,22.7641,2.9464
Fr,9/8/23,19819.95,288.094M,330.729M,1.399,22.7641,2.9464
Th,9/7/23,19727.05,304.93M,328.599M,1.4055,22.6574,2.9326
We,9/6/23,19611.05,512.974M,326.182M,1.3998,22.5241,2.9153
Tu,9/5/23,19574.9,303.959M,307.092M,1.4024,22.4826,2.91
Mo,9/4/23,19528.8,396.071M,303.085M,1.4057,22.4297,2.9031
Su,9/3/23,,,,,22.3223,2.8892
,,,,,,,
Sa,9/2/23,,,,,22.3223,2.8892
Fr,9/1/23,19435.3,372.502M,292.381M,1.4124,22.3223,2.8892
Th,8/31/23,19253.8,562.557M,288.361M,1.4258,22.1138,2.8622
We,8/30/23,19347.45,233.005M,268.623M,1.4189,22.2214,2.8761
Tu,8/29/23,19342.65,307.388M,270.443M,1.4192,22.2159,2.8754
Mo,8/28/23,19306.05,248.179M,264.389M,1.4219,22.1738,2.87
Su,8/27/23,,,,,22.1276,2.864
,,,,,,,
Sa,8/26/23,,,,,22.1276,2.864
Fr,8/25/23,19265.8,466.518M,266.564M,1.4249,22.1276,2.864
Th,8/24/23,19386.7,268.257M,256.509M,1.416,22.2665,2.882
We,8/23/23,19444,225.215M,258.003M,1.4118,22.3323,2.8905
Tu,8/22/23,19396.45,208.704M,262.858M,1.4153,22.2777,2.8834
Mo,8/21/23,19393.6,262.589M,268.615M,1.4155,22.2744,2.883
Su,8/20/23,,,,,22.1785,2.8706
,,,,,,,
Sa,8/19/23,,,,,22.1785,2.8706
Fr,8/18/23,19310.15,256.142M,268.354M,1.4243,22.1785,2.8706
Th,8/17/23,19365.25,268.663M,273.604M,1.448,22.2418,2.8788
We,8/16/23,19465,226.627M,272.009M,1.4406,22.3564,2.8936
Tu,8/15/23,,,,,22.3214,2.8891
Mo,8/14/23,19434.55,243.851M,281.544M,1.4429,22.3214,2.8891
Su,8/13/23,,,,,22.3142,2.8882
,,,,,,,
Sa,8/12/23,,,,,22.3142,2.8882
Fr,8/11/23,19428.3,235.524M,282.992M,1.4425,22.3142,2.8882
Th,8/10/23,19543.1,312.194M,288.121M,1.4267,22.4461,2.9052
We,8/9/23,19632.55,266.495M,285.621M,1.4201,22.5488,2.9185
Tu,8/8/23,19570.85,260.294M,285.166M,1.4003,22.478,2.9094
Mo,8/7/23,19597.3,216.586M,286.903M,1.3886,22.5081,2.9133
Su,8/6/23,,,,,22.4158,2.9013
,,,,,,,
Sa,8/5/23,,,,,22.3975,2.9013
Fr,8/4/23,19517,280.8M,290.378M,1.3943,22.0627,2.9013
Th,8/3/23,19381.65,315.689M,291.069M,1.4033,22.1422,2.951
We,8/2/23,19526.55,290.667M,290.719M,1.3883,23.4053,3.5142
Tu,8/1/23,19733.55,298.048M,293.204M,1.3627,23.6497,3.5514
Mo,7/31/23,19753.8,295.053M,290.085M,1.3613,23.674,3.5551
Su,7/30/23,,,,,23.5449,3.5357
,,,,,,,
Sa,7/29/23,,,,,23.5449,3.5357
Fr,7/28/23,19646.05,258.671M,288.298M,1.3687,23.5449,3.5357
Th,7/27/23,19659.9,334.891M,286.86M,1.3625,23.5615,3.5382
We,7/26/23,19778.3,244.747M,282.418M,1.3543,23.7034,3.5595
Tu,7/25/23,19680.6,369.654M,281.063M,1.361,23.5863,3.5419
Mo,7/24/23,19672.35,265.562M,271.547M,1.3616,23.5764,3.5404
Su,7/23/23,,,,,23.6635,3.5535
,,,,,,,
Sa,7/22/23,,,,,23.6635,3.5535
Fr,7/21/23,19745,312.462M,268.913M,1.3566,23.6635,3.5535
Th,7/20/23,19979.15,274.699M,264.609M,1.3372,23.9405,3.5956
We,7/19/23,19833.15,259.66M,272.881M,1.3459,23.7651,3.5694
Tu,7/18/23,19749.25,286.354M,270.402M,1.3516,23.6632,3.5543
Mo,7/17/23,19711.45,268.708M,262.729M,1.3542,23.6202,3.5475
Su,7/16/23,,,,,23.4226,3.521
,,,,,,,
Sa,7/15/23,,,,,23.4226,3.521
Fr,7/14/23,19564.5,291.166M,258.853M,1.3644,23.4226,3.521
Th,7/13/23,19413.75,310.443M,256.289M,1.3701,23.2418,3.4939
We,7/12/23,19384.3,327.942M,250.091M,1.3976,23.2065,3.4886
Tu,7/11/23,19439.4,251.264M,242.338M,1.3937,23.2725,3.4985
Mo,7/10/23,19355.9,268.246M,240.242M,1.4133,23.1725,3.4835
Su,7/9/23,,,,,23.1437,3.4791
,,,,,,,
Sa,7/8/23,,,,,23.1437,3.4791
Fr,7/7/23,19331.8,237.103M,240.543M,1.4151,23.1437,3.4791
Th,7/6/23,19497.3,268.261M,242.27M,1.403,23.3402,3.5089
We,7/5/23,19398.5,224.419M,241.81M,1.4101,23.2219,3.4911
Tu,7/4/23,19389,226.917M,242.393M,1.4108,23.2106,3.4894
Mo,7/3/23,19322.55,226.05M,239.23M,1.4157,23.1312,3.4775
Su,7/2/23,,,,,22.9715,3.4535
,,,,,,,
Sa,7/1/23,,,,,23.039,3.4535
Fr,6/30/23,19189.05,247.907M,238.944M,1.4255,23.0414,3.4535
Th,6/29/23,,,,,22.7771,3.4144
We,6/28/23,18972.1,398.782M,241.514M,1.4341,22.7771,3.4144
Tu,6/27/23,18817.4,222.465M,232.27M,1.4459,22.5914,3.3866
Mo,6/26/23,18691.2,171.271M,232.158M,1.4556,22.4397,3.3639
Su,6/25/23,,,,,22.4069,3.3592
,,,,,,,
Sa,6/24/23,,,,,22.4069,3.3592
Fr,6/23/23,18665.5,210.562M,237.814M,1.4576,22.4069,3.3592
Th,6/22/23,18771.25,252.698M,241.838M,1.4494,22.5338,3.3783
We,6/21/23,18856.85,217.481M,242.7M,1.4575,22.6366,3.3937
Tu,6/20/23,18816.7,211.649M,274.635M,1.4606,22.5884,3.3864
Mo,6/19/23,18755.45,219.815M,276.151M,1.4654,22.5149,3.3754
Su,6/18/23,,,,,22.5996,3.3881
,,,,,,,
Sa,6/17/23,,,,,22.5996,3.3881
Fr,6/16/23,18826,272.771M,279.185M,1.4566,22.5977,3.3881
Th,6/15/23,18688.1,263.005M,274.244M,1.4671,22.4322,3.3633
We,6/14/23,18755.9,261.355M,272.438M,1.4593,22.5136,3.3755
Tu,6/13/23,18716.15,233.168M,270.523M,1.4624,22.4658,3.3683
Mo,6/12/23,18601.5,179.464M,273.002M,1.4714,22.3282,3.3477
Su,6/11/23,,,,,22.2825,3.3409
,,,,,,,
Sa,6/10/23,,,,,22.2825,3.3409
Fr,6/9/23,18563.4,221.761M,278.542M,1.4745,22.2825,3.3409
Th,6/8/23,18634.55,286.469M,281.151M,1.4657,22.3679,3.3537
We,6/7/23,18726.4,260.11M,280.193M,1.4585,22.4781,3.3702
Tu,6/6/23,18599,220.79M,278.179M,1.4685,22.3252,3.3473
Mo,6/5/23,18593.85,256.111M,278.093M,1.4689,22.319,3.3463
Su,6/4/23,,,,,22.2473,3.3356
,,,,,,,
Sa,6/3/23,,,,,22.2473,3.3356
Fr,6/2/23,18534.1,270.924M,275.424M,1.4736,22.245,3.3356
Th,6/1/23,18487.75,265.631M,273.476M,1.4663,22.1894,3.3272
We,5/31/23,18534.4,696.496M,272.363M,1.4626,22.2453,3.3356
Tu,5/30/23,18633.85,234.391M,240.627M,1.4351,22.3485,3.3554
Mo,5/29/23,18598.65,265.324M,241.359M,1.4027,22.2768,3.3491
Su,5/28/23,,,,,22.1579,3.3312
,,,,,,,
Sa,5/27/23,,,,,22.1579,3.3312
Fr,5/26/23,18499.35,198.668M,238.897M,1.4103,22.1579,3.3312
Th,5/25/23,18321.15,235.916M,241.633M,1.424,22.1963,3.2991
We,5/24/23,18285.4,232.622M,241.014M,1.4268,22.153,3.2927
Tu,5/23/23,18348,270.354M,240.584M,1.4219,22.2465,3.304
Mo,5/22/23,18314.4,262.561M,240.242M,1.4245,22.2057,3.2979
Su,5/21/23,,,,,21.9491,3.2779
,,,,,,,
Sa,5/20/23,,,,,21.9491,3.2779
Fr,5/19/23,18203.4,260.898M,242.089M,1.4332,21.948,3.2779
Th,5/18/23,18129.95,272.104M,240.791M,1.4372,21.8616,3.2647
We,5/17/23,18181.75,229.899M,238.185M,1.4331,22.0132,3.2896
Tu,5/16/23,18286.5,219.49M,242.688M,1.4249,22.142,3.3086
Mo,5/15/23,18398.85,216.089M,245.105M,1.3657,22.2721,3.3275
Su,5/14/23,,,,,22.1565,3.3123
,,,,,,,
Sa,5/13/23,,,,,22.1577,3.3123
Fr,5/12/23,18314.8,241.703M,246.042M,1.372,22.1577,3.3123
Th,5/11/23,18297,248.933M,244.269M,1.3733,22.191,3.3091
We,5/10/23,18315.1,220.451M,246.438M,1.3719,22.2087,3.3123
Tu,5/9/23,18265.95,245.369M,248.998M,1.3756,22.2794,2.8901
Mo,5/8/23,18264.4,228.399M,256.467M,1.3757,22.2529,2.8898
Su,5/7/23,,,,,21.9795,2.8589
,,,,,,,
Sa,5/6/23,,,,,21.964,2.8589
Fr,5/5/23,18069,239.702M,260.292M,1.3906,21.964,2.8589
Th,5/4/23,18255.8,226.644M,259.832M,1.3764,22.1931,2.8885
We,5/3/23,18089.85,226.171M,265.007M,1.389,22.2535,2.8622
Tu,5/2/23,18147.65,265.216M,266.917M,1.3846,22.3223,2.8714
Mo,5/1/23,,,,,22.1517,2.8583
Su,4/30/23,,,,,22.1518,2.8583
,,,,,,,
Sa,4/29/23,,,,,22.1518,2.8583
Fr,4/28/23,18065,290.264M,265.416M,1.3909,22.1516,2.8583
Th,4/27/23,17915.05,241.435M,262.622M,1.4026,21.9659,2.8346
We,4/26/23,17813.6,233.009M,261.871M,1.4106,21.6308,2.8185
Tu,4/25/23,17769.25,297.446M,263.93M,1.4141,21.5615,2.8115
Mo,4/24/23,17743.4,255.74M,267.161M,1.4161,21.5298,2.8074
Su,4/23/23,,,,,21.3929,2.7885
,,,,,,,
Sa,4/22/23,,,,,21.3928,2.7885
Fr,4/21/23,17624.05,230.157M,266.034M,1.4257,21.3929,2.7885
Th,4/20/23,17624.45,215.103M,265.252M,1.4321,21.3456,2.7886
We,4/19/23,17618.75,281.463M,266.114M,1.4325,21.3298,2.7877
Tu,4/18/23,17660.15,258.857M,261.961M,1.4292,21.379,2.7942
Mo,4/17/23,17706.85,357.401M,257.084M,1.4254,21.4653,2.8016
Su,4/16/23,,,,,21.6119,2.8208
,,,,,,,
Sa,4/15/23,,,,,21.6119,2.8208
Fr,4/14/23,,,,,21.6119,2.8208
Th,4/13/23,17828,285.765M,249.706M,1.4157,21.5947,2.8208
We,4/12/23,17812.4,232.816M,246.774M,1.4146,21.5745,2.8183
Tu,4/11/23,17722.3,304.263M,258.461M,1.4218,21.4817,2.8041
Mo,4/10/23,17624.05,254.819M,261.498M,1.4297,21.3585,2.7885
Su,4/9/23,,,,,21.3235,2.7846
,,,,,,,
Sa,4/8/23,,,,,21.326,2.7846
Fr,4/7/23,,,,,21.326,2.7846
Th,4/6/23,17599.15,242.708M,261.056M,1.4318,21.3261,2.7846
We,4/5/23,17557.05,248.345M,264.249M,1.4352,21.2688,2.7779
Tu,4/4/23,,,,,21.0887,2.7528
Mo,4/3/23,17398.05,230.171M,264.687M,1.458,21.085,2.7528
Su,4/2/23,,,,,21.0384,2.7467
,,,,,,,
Sa,4/1/23,,,,,21.0384,2.7467
Fr,3/31/23,17359.75,263.889M,265.071M,1.4612,21.0385,2.7467
Th,3/30/23,,,,,20.7116,2.7026
We,3/29/23,17080.7,345.911M,264.968M,1.481,20.7117,2.7026
Tu,3/28/23,16951.7,238.841M,259.71M,1.4923,20.5551,2.6821
Mo,3/27/23,16985.7,218.419M,267.974M,1.4893,20.5955,2.6875
Su,3/26/23,,,,,20.5448,2.6811
,,,,,,,
Sa,3/25/23,,,,,20.5448,2.6811
Fr,3/24/23,16945.05,228.038M,277.158M,1.4928,20.5448,2.6811
Th,3/23/23,17076.9,219.172M,282.666M,1.4813,20.7082,2.7019
We,3/22/23,17151.9,185.7M,286.247M,1.4748,20.7992,2.7138
Tu,3/21/23,17107.5,246.738M,301.926M,1.4787,20.7455,2.7068
Mo,3/20/23,16988.4,241.777M,301.907M,1.489,20.6018,2.6879
Su,3/19/23,,,,,20.7382,2.7056
,,,,,,,
Sa,3/18/23,,,,,20.7382,2.7056
Fr,3/17/23,17100.05,408.121M,299.749M,1.4793,20.7382,2.7056
Th,3/16/23,16985.6,349.821M,288.594M,1.4893,20.5993,2.6875
We,3/15/23,16972.15,248.189M,278.874M,1.4902,20.5826,2.6854
Tu,3/14/23,17043.3,290.604M,275.545M,1.4839,20.6588,2.6966
Mo,3/13/23,17154.3,254.915M,267.809M,1.4743,20.7935,2.7142
Su,3/12/23,,,,,21.1073,2.7551
,,,,,,,
Sa,3/11/23,,,,,21.1074,2.7551
Fr,3/10/23,17412.9,235.928M,264.685M,1.4524,21.108,2.7551
Th,3/9/23,17589.6,262.352M,264.306M,1.4378,21.3222,2.7831
We,3/8/23,17754.4,267.041M,262.101M,1.4245,21.5224,2.8091
Tu,3/7/23,,,,,21.4701,2.8023
Mo,3/6/23,17711.45,362.801M,260.599M,1.428,21.4699,2.8023
Su,3/5/23,,,,,21.3262,2.7838
,,,,,,,
Sa,3/4/23,,,,,21.3261,2.7838
Fr,3/3/23,17594.35,356.17M,251.831M,1.4375,21.326,2.7838
Th,3/2/23,17321.9,310.669M,243.552M,1.4601,20.9976,2.7407
We,3/1/23,17450.9,272.881M,240.231M,1.4493,21.1544,2.7611
Tu,2/28/23,17303.95,420.881M,241.439M,1.4616,20.9787,2.7379
Mo,2/27/23,17392.7,246.449M,237.006M,1.4541,21.0888,2.7519
Su,2/26/23,,,,,21.1814,2.7635
,,,,,,,
Sa,2/25/23,,,,,21.1814,2.7635
Fr,2/24/23,17465.8,209.406M,239.413M,1.448,21.1836,2.7635
Th,2/23/23,17511.25,240.808M,253.727M,1.4337,21.2314,2.7707
We,2/22/23,17554.3,204.022M,270.348M,1.4302,21.2835,2.7775
Tu,2/21/23,17826.7,198.248M,290.938M,1.4083,21.6139,2.8206
Mo,2/20/23,17844.6,174.563M,304.277M,1.4069,21.6235,2.8234
Su,2/19/23,,,,,21.7414,2.8392
,,,,,,,
Sa,2/18/23,,,,,21.7462,2.8392
Fr,2/17/23,17944.2,208.054M,321.468M,1.3991,21.7462,2.8392
Th,2/16/23,18035.85,230.246M,339.354M,1.3912,21.8543,2.8537
We,2/15/23,18015.85,229.274M,341.153M,1.3927,21.8277,2.8505
Tu,2/14/23,17929.85,244.513M,340.329M,1.3911,21.7298,2.8369
Mo,2/13/23,17770.9,231.276M,337.525M,1.4035,21.5497,2.8118
Su,2/12/23,,,,,21.6526,2.8253
,,,,,,,
Sa,2/11/23,,,,,21.6566,2.8253
Fr,2/10/23,17856.5,231.992M,337.922M,1.3968,21.6572,2.8253
Th,2/9/23,17893.45,260.854M,338.311M,1.4001,21.693,2.8312
We,2/8/23,17871.7,290.994M,337.977M,1.4018,21.6521,2.8277
Tu,2/7/23,17721.5,354.396M,333.181M,1.4543,21.4197,2.804
Mo,2/6/23,17764.6,282.545M,323.301M,1.4507,21.3504,2.8082
Su,2/5/23,,,,,21.4507,2.8224
,,,,,,,
Sa,2/4/23,,,,,21.4535,2.8224
Fr,2/3/23,17854.05,424.123M,321.578M,1.4435,21.4527,2.8224
Th,2/2/23,17610.4,490.114M,308.488M,1.4619,21.2131,2.8508
We,2/1/23,17616.3,512.871M,293.137M,1.4614,23.3134,2.9736
Tu,1/31/23,17662.15,398.339M,277.831M,1.4576,23.3741,2.9813
Mo,1/30/23,17648.95,432.434M,268.424M,1.4587,23.3566,2.9791
Su,1/29/23,,,,,23.2976,2.9716
,,,,,,,
Sa,1/28/23,,,,,23.2976,2.9716
Fr,1/27/23,17604.35,476.343M,255.477M,1.4624,23.2976,2.9716
Th,1/26/23,,,,,23.6782,3.0201
