Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
We,5/7/14,6652.55,114.1M,126.364M,1.4943,16.7354,2.6627
Tu,5/6/14,6715.3,88.291M,131.499M,1.4804,16.8963,2.6879
Mo,5/5/14,6699.35,104.99M,136.932M,1.4839,16.8917,2.6809
Su,5/4/14,,,,,16.8783,2.6791
,,,,,,,
Sa,5/3/14,,,,,16.8786,2.6791
Fr,5/2/14,6694.8,114.275M,138.863M,1.4849,16.8786,2.6791
Th,5/1/14,,,,,16.8872,2.6797
We,4/30/14,6696.4,161.107M,141.586M,1.4845,16.8872,2.6797
Tu,4/29/14,6715.25,115.512M,144.016M,1.4804,16.9391,2.6873
Mo,4/28/14,6761.25,118.163M,147.87M,1.4703,17.1053,2.7057
Su,4/27/14,,,,,17.1696,2.7143
,,,,,,,
Sa,4/26/14,,,,,17.1697,2.7143
Fr,4/25/14,6782.75,154.321M,149.802M,1.4656,17.1686,2.7143
Th,4/24/14,,,,,17.4906,2.7375
We,4/23/14,6840.8,182.973M,151.353M,1.4457,17.4912,2.7375
Tu,4/22/14,6815.35,114.693M,148.095M,1.4511,17.4392,2.7273
Mo,4/21/14,6817.65,111.84M,161.275M,1.4482,17.4643,2.7282
Su,4/20/14,,,,,17.3642,2.7129
,,,,,,,
Sa,4/19/14,,,,,17.3642,2.7129
Fr,4/18/14,,,,,17.3642,2.7129
Th,4/17/14,6779.4,131.488M,166.257M,1.4564,17.3624,2.7129
We,4/16/14,6675.3,119.769M,168.699M,1.4791,17.1028,2.6713
Tu,4/15/14,6733.1,123.198M,171.274M,1.4664,17.2598,2.6944
Mo,4/14/14,,,,,17.3673,2.7117
Su,4/13/14,,,,,17.3624,2.7117
,,,,,,,
Sa,4/12/14,,,,,17.3624,2.7117
Fr,4/11/14,6776.3,140.735M,163.713M,1.4571,17.3624,2.7117
Th,4/10/14,6796.4,191.126M,166.987M,1.4528,17.4174,2.7198
We,4/9/14,6796.2,169.795M,163.711M,1.4529,17.4108,2.7197
Tu,4/8/14,,,,,17.1436,2.6792
Mo,4/7/14,6695.05,133.947M,163.889M,1.4748,17.1445,2.6792
Su,4/6/14,,,,,17.1386,2.6789
,,,,,,,
Sa,4/5/14,,,,,17.1386,2.6789
Fr,4/4/14,6694.35,155.128M,166.913M,1.475,17.1386,2.6789
Th,4/3/14,6736.1,197.547M,168.394M,1.4658,17.2441,2.6956
We,4/2/14,6752.55,173.336M,166.415M,1.4623,17.287,2.7022
Tu,4/1/14,6721.05,147.137M,166.524M,1.4691,17.2064,2.6896
Mo,3/31/14,6704.2,177.579M,172.648M,1.4728,18.5204,2.7372
Su,3/30/14,,,,,18.4984,2.7338
,,,,,,,
Sa,3/29/14,,,,,18.4984,2.7338
Fr,3/28/14,6695.9,134.114M,176.952M,1.4746,18.4984,2.7338
Th,3/27/14,6641.75,312.383M,187.006M,1.5098,18.3488,2.7117
We,3/26/14,6601.4,186.57M,178.229M,1.46,18.2373,2.6952
Tu,3/25/14,6589.75,168.125M,176.478M,1.4582,18.2052,2.6905
Mo,3/24/14,6583.5,158.396M,176.391M,1.4596,18.1879,2.6879
Su,3/23/14,,,,,17.9431,2.6517
,,,,,,,
Sa,3/22/14,6494.9,9.774M,175.469M,1.4795,17.9431,2.6517
Fr,3/21/14,6493.2,189.854M,188.811M,1.513,17.9384,2.651
Th,3/20/14,6483.1,141.984M,188.265M,1.5153,17.9105,2.6469
We,3/19/14,6524.05,172.465M,188.55M,1.5058,18.0236,2.6636
Tu,3/18/14,6516.65,179.309M,186.711M,1.508,18.0032,2.6579
Mo,3/17/14,,,,,17.9688,2.6528
Su,3/16/14,,,,,17.9688,2.6528
,,,,,,,
Sa,3/15/14,,,,,17.9688,2.6528
Fr,3/14/14,6504.2,177.336M,182.264M,1.5109,17.9688,2.6528
Th,3/13/14,6493.1,167.858M,179.249M,1.5134,17.9381,2.6483
We,3/12/14,6516.9,174.977M,174.408M,1.5079,18.0039,2.658
Tu,3/11/14,6511.9,238.995M,171.185M,1.5091,17.9901,2.6559
Mo,3/10/14,6537.25,242.144M,162.485M,1.5413,18.0601,2.6663
Su,3/9/14,,,,,18.0308,2.6619
,,,,,,,
Sa,3/8/14,,,,,18.0308,2.6619
Fr,3/7/14,6526.65,284.922M,155.689M,1.5439,18.0308,2.6619
Th,3/6/14,6401.15,180.732M,146.938M,1.5742,17.6841,2.6108
We,3/5/14,6328.65,160.3M,144.126M,1.5922,17.4838,2.5812
Tu,3/4/14,6297.95,166.819M,143.474M,1.6,17.399,2.5687
Mo,3/3/14,6221.45,144.562M,141.224M,1.6233,17.1876,2.5375
Su,3/2/14,,,,,17.3409,2.5601
,,,,,,,
Sa,3/1/14,,,,,17.3409,2.5601
Fr,2/28/14,6276.95,209.914M,143.715M,1.609,17.3409,2.5601
Th,2/27/14,,,,,17.2357,2.5445
We,2/26/14,6238.8,181.664M,142.088M,1.6188,17.2357,2.5445
Tu,2/25/14,6200.05,146.259M,141.085M,1.6289,17.1287,2.5287
Mo,2/24/14,6186.1,144.877M,143.552M,1.6326,17.0901,2.5231
Su,2/23/14,,,,,17.0055,2.5106
,,,,,,,
Sa,2/22/14,,,,,17.0055,2.5106
Fr,2/21/14,6155.45,112.596M,142.886M,1.6407,17.0055,2.5106
Th,2/20/14,6091.45,132.109M,145.16M,1.658,16.8287,2.4844
We,2/19/14,6152.75,95.249M,150.224M,1.6415,16.9975,2.5095
Tu,2/18/14,6127.1,126.639M,153.656M,1.6483,16.9266,2.499
Mo,2/17/14,6073.3,108.492M,157.488M,1.6629,16.778,2.477
Su,2/16/14,,,,,16.7091,2.4669
,,,,,,,
Sa,2/15/14,,,,,16.7091,2.4669
Fr,2/14/14,6048.35,140.204M,162.951M,1.6477,16.7091,2.4669
Th,2/13/14,6001.1,153.652M,164.289M,1.6607,16.5785,2.4476
We,2/12/14,6084,138.547M,162.049M,1.6392,16.8075,2.4814
Tu,2/11/14,6062.7,150.521M,161.979M,1.645,16.7487,2.4727
Mo,2/10/14,6053.45,133.07M,161.392M,1.64,16.7231,2.469
Su,2/9/14,,,,,16.7501,2.4729
,,,,,,,
Sa,2/8/14,,,,,16.7501,2.4729
Fr,2/7/14,6063.2,181.932M,160.663M,1.6359,16.7501,2.4729
Th,2/6/14,6036.3,185.503M,159.716M,1.6465,16.6758,2.462
We,2/5/14,6022.4,166.627M,157.577M,1.6503,16.6374,2.4563
Tu,2/4/14,6000.9,183.253M,156.197M,1.6562,16.578,2.4475
Mo,2/3/14,6001.8,134.894M,151.329M,1.6559,16.5805,2.4479
Su,2/2/14,,,,,16.8228,2.4837
,,,,,,,
Sa,2/1/14,,,,,16.8228,2.4837
Fr,1/31/14,6089.5,146.713M,151.336M,1.6321,16.8228,2.4837
Th,1/30/14,6073.7,208.061M,152.217M,1.6337,16.7791,2.4772
We,1/29/14,6120.25,146.733M,148.35M,1.6213,16.9077,2.4962
Tu,1/28/14,6126.25,184.112M,148.362M,1.6197,16.9247,2.4986
Mo,1/27/14,6135.85,190.443M,145.326M,1.6172,16.9488,2.5026
Su,1/26/14,,,,,17.311,2.5559
,,,,,,,
Sa,1/25/14,,,,,17.311,2.5559
Fr,1/24/14,6266.75,160.271M,140.519M,1.5809,17.3111,2.5559
Th,1/23/14,6345.65,120.055M,139.104M,1.5613,17.5292,2.5881
We,1/22/14,6338.95,137.49M,141.642M,1.5615,17.5107,2.5854
Tu,1/21/14,6313.8,141.728M,137.114M,1.562,17.4413,2.5751
Mo,1/20/14,6303.95,122.136M,134.562M,1.5645,17.4179,2.5711
Su,1/19/14,,,,,17.3008,2.5539
,,,,,,,
Sa,1/18/14,,,,,17.301,2.5539
Fr,1/17/14,6261.65,167.72M,133.171M,1.565,17.301,2.5539
Th,1/16/14,6318.9,153.42M,128.447M,1.492,17.4604,2.5772
We,1/15/14,6320.9,145.923M,130.373M,1.4915,17.4689,2.578
Tu,1/14/14,6241.85,110.231M,127.821M,1.5104,17.2505,2.5458
Mo,1/13/14,6272.75,135.01M,129.218M,1.503,17.3358,2.5584
Su,1/12/14,,,,,17.0559,2.5171
,,,,,,,
Sa,1/11/14,,,,,17.0559,2.5171
Fr,1/10/14,6171.45,159.92M,131.682M,1.5273,17.0559,2.5171
Th,1/9/14,6168.35,150.064M,150.157M,1.5281,17.0473,2.5158
We,1/8/14,6174.6,146.913M,156.369M,1.5265,17.0647,2.5184
Tu,1/7/14,6162.25,138.559M,156.853M,1.5296,17.0307,2.5133
Mo,1/6/14,6191.45,118.345M,157.38M,1.5224,17.1114,2.5252
Su,1/5/14,,,,,17.1662,2.5359
,,,,,,,
Sa,1/4/14,,,,,17.1663,2.5359
Fr,1/3/14,6211.15,139.044M,160.8M,1.5176,17.1663,2.5359
Th,1/2/14,6221.15,158.133M,161.433M,1.5151,17.1939,2.54
We,1/1/14,6301.65,69.568M,160.77M,1.4958,17.4166,2.5728
Tu,12/31/13,6304,103.439M,172.293M,1.4952,17.3413,2.6856
Mo,12/30/13,6291.1,101.272M,178.616M,1.4983,17.3058,2.6801
Su,12/29/13,,,,,17.3682,2.6897
,,,,,,,
Sa,12/28/13,,,,,17.3682,2.6897
Fr,12/27/13,6313.8,96.867M,182.434M,1.4881,17.3682,2.6897
Th,12/26/13,6278.9,182.31M,188.38M,1.4963,17.2722,2.6749
We,12/25/13,,,,,17.2433,2.6704
Tu,12/24/13,6268.4,107.643M,188.638M,1.4989,17.2433,2.6704
Mo,12/23/13,6284.5,131.188M,191.918M,1.5381,17.2875,2.6772
Su,12/22/13,,,,,17.2593,2.6729
,,,,,,,
Sa,12/21/13,,,,,17.2593,2.6729
Fr,12/20/13,6274.25,171.97M,192.902M,1.5406,17.2593,2.6729
Th,12/19/13,6166.65,437.039M,194.152M,1.5675,16.9633,2.627
We,12/18/13,6217.15,243.251M,178.037M,1.5548,17.1022,2.6486
Tu,12/17/13,6139.05,154.175M,170.145M,1.5666,16.8874,2.6153
Mo,12/16/13,6154.7,146.452M,169.911M,1.5626,16.9305,2.6219
Su,12/15/13,,,,,16.9681,2.6278
,,,,,,,
Sa,12/14/13,,,,,16.9681,2.6278
Fr,12/13/13,6168.4,169.651M,168.627M,1.5591,16.9681,2.6278
Th,12/12/13,6237.05,148.534M,166.301M,1.5419,17.157,2.657
We,12/11/13,6307.9,148.196M,165.548M,1.5246,17.3519,2.6872
Tu,12/10/13,6332.85,242.413M,166.054M,1.5186,17.4205,2.6978
Mo,12/9/13,6363.9,198.286M,160.661M,1.4687,17.5059,2.7111
Su,12/8/13,,,,,17.2198,2.6668
,,,,,,,
Sa,12/7/13,,,,,17.2198,2.6668
Fr,12/6/13,6259.9,158.54M,158.375M,1.4931,17.2198,2.6668
Th,12/5/13,6241.1,186.06M,158.133M,1.4976,17.1681,2.6588
We,12/4/13,6160.95,186.169M,156.565M,1.5171,16.9477,2.6246
Tu,12/3/13,6201.85,156.853M,154.408M,1.5071,17.0602,2.642
Mo,12/2/13,6217.85,145.948M,153.688M,1.5032,17.1042,2.6488
Su,12/1/13,,,,,16.9893,2.6311
,,,,,,,
Sa,11/30/13,,,,,16.9893,2.6311
Fr,11/29/13,6176.1,190.711M,153.962M,1.516,16.9893,2.6311
Th,11/28/13,6091.85,195.316M,152.503M,1.537,16.7576,2.5952
We,11/27/13,6057.1,124.876M,149.954M,1.5458,16.8889,2.5815
Tu,11/26/13,6059.1,150.661M,153.699M,1.5453,16.8945,2.5824
Mo,11/25/13,6115.35,127.195M,145.246M,1.5311,17.051,2.6064
Su,11/24/13,,,,,16.7167,2.5553
,,,,,,,
Sa,11/23/13,,,,,16.7167,2.5553
Fr,11/22/13,5995.45,134.756M,149.542M,1.5617,16.7167,2.5553
Th,11/21/13,5999.05,137.232M,156.532M,1.5607,16.7267,2.5568
We,11/20/13,6122.9,155.795M,159.222M,1.5292,17.072,2.6096
Tu,11/19/13,6203.35,161.514M,161.992M,1.5093,17.2963,2.6439
Mo,11/18/13,6189,163.991M,160.981M,1.5128,17.2563,2.6377
Su,11/17/13,,,,,16.8859,2.5811
,,,,,,,
Sa,11/16/13,,,,,16.8859,2.5811
Fr,11/15/13,,,,,16.8859,2.5811
Th,11/14/13,6056.15,154.914M,159.683M,1.546,16.8859,2.5811
We,11/13/13,5989.6,162.538M,161.105M,1.5632,16.7004,2.5528
Tu,11/12/13,6018.05,153.813M,162.821M,1.5558,16.7797,2.5649
Mo,11/11/13,6078.8,146.06M,163.363M,1.5403,16.9491,2.5908
Su,11/10/13,,,,,17.1218,2.6172
,,,,,,,
Sa,11/9/13,,,,,17.1218,2.6172
Fr,11/8/13,6140.75,150.052M,166.759M,1.5214,17.1218,2.6172
Th,11/7/13,6187.25,168.832M,173.445M,1.5099,17.2515,2.637
We,11/6/13,6215.15,157.08M,177.56M,1.4992,17.3293,2.6489
Tu,11/5/13,6253.15,181.054M,181.641M,1.481,17.4352,2.6651
Mo,11/4/13,,,,,17.6142,2.6924
Su,11/3/13,6317.35,23.857M,179.049M,1.466,17.6142,2.6924
,,,,,,,
Sa,11/2/13,,,,,17.5859,2.6881
Fr,11/1/13,6307.2,191.64M,189.515M,1.4683,17.5859,2.6881
Th,10/31/13,6299.15,239.607M,187.379M,1.4978,17.5635,2.6847
We,10/30/13,6251.7,177.584M,184.208M,1.5057,17.4312,2.6645
Tu,10/29/13,6220.9,197.348M,182.937M,1.5132,17.3455,2.6513
Mo,10/28/13,6101.1,146.341M,180.207M,1.5429,17.0118,2.6003
Su,10/27/13,,,,,17.1355,2.6189
,,,,,,,
Sa,10/26/13,,,,,17.1355,2.6189
Fr,10/25/13,6144.9,144.532M,183.215M,1.5319,17.1355,2.6189
Th,10/24/13,6164.35,176.236M,186.899M,1.5215,17.1897,2.6272
We,10/23/13,6178.35,188.285M,185.767M,1.5178,17.2288,2.6332
Tu,10/22/13,6202.8,161.944M,183.593M,1.5118,17.297,2.6436
Mo,10/21/13,6204.95,196.989M,183.668M,1.5139,17.303,2.6445
Su,10/20/13,,,,,17.2595,2.6379
,,,,,,,
Sa,10/19/13,,,,,17.2595,2.6379
Fr,10/18/13,6189.35,250.34M,185.241M,1.5177,17.2595,2.6379
Th,10/17/13,6045.85,230.562M,181.896M,1.5537,16.8593,2.5767
We,10/16/13,,,,,16.9798,2.5951
Tu,10/15/13,6089.05,218.304M,179.03M,1.5305,16.9798,2.5951
Mo,10/14/13,6112.7,142.174M,177.032M,1.5246,17.0496,2.6052
Su,10/13/13,,,,,17.0036,2.5982
,,,,,,,
Sa,10/12/13,,,,,17.0036,2.5982
Fr,10/11/13,6096.2,180.834M,188.796M,1.5288,17.0036,2.5982
Th,10/10/13,6020.95,159.607M,195.887M,1.5479,16.7937,2.5661
We,10/9/13,6007.45,192.037M,195.485M,1.5513,16.7555,2.5604
Tu,10/8/13,5928.4,158.528M,193.212M,1.572,16.535,2.5267
Mo,10/7/13,5906.15,156.388M,197.274M,1.5779,16.473,2.5172
Su,10/6/13,,,,,16.4762,2.5177
,,,,,,,
Sa,10/5/13,,,,,16.4762,2.5177
Fr,10/4/13,5907.3,191.469M,199.566M,1.5776,16.4762,2.5177
Th,10/3/13,5909.7,199.793M,205.001M,1.577,16.4829,2.5187
We,10/2/13,,,,,16.1212,2.4634
Tu,10/1/13,5780.05,159.247M,209.348M,1.6124,16.1212,2.4634
Mo,9/30/13,5735.3,155.675M,217.081M,1.625,15.3784,2.55
Su,9/29/13,,,,,15.6409,2.5936
,,,,,,,
Sa,9/28/13,,,,,15.6409,2.5936
Fr,9/27/13,5833.2,163.068M,223.572M,1.5977,15.6409,2.5936
Th,9/26/13,5882.25,220.59M,231.03M,1.5871,15.7724,2.6154
We,9/25/13,5873.85,200.162M,232.139M,1.5894,15.7499,2.6116
Tu,9/24/13,5892.45,187.578M,235.481M,1.5844,15.7998,2.6199
Mo,9/23/13,5889.75,188.322M,237.258M,1.5851,15.7925,2.6187
Su,9/22/13,,,,,16.1206,2.6731
,,,,,,,
Sa,9/21/13,,,,,16.1206,2.6731
Fr,9/20/13,6012.1,318.645M,247.13M,1.5528,16.1206,2.6731
Th,9/19/13,6115.55,287.192M,247.654M,1.5266,16.398,2.7191
We,9/18/13,5899.45,153.586M,250.907M,1.5747,15.8185,2.623
Tu,9/17/13,5850.2,157.939M,261.071M,1.5912,15.6865,2.6011
Mo,9/16/13,5840.55,219.456M,266.675M,1.5891,15.6606,2.5968
Su,9/15/13,,,,,15.6875,2.6013
,,,,,,,
Sa,9/14/13,,,,,15.6875,2.6013
Fr,9/13/13,5850.6,190.768M,268.812M,1.6052,15.6875,2.6013
Th,9/12/13,5850.7,272.987M,275.058M,1.6052,15.6878,2.6013
We,9/11/13,5913.15,265.007M,273.86M,1.5882,15.8553,2.6291
Tu,9/10/13,5896.75,275.244M,273.596M,1.5927,15.8113,2.6218
Mo,9/9/13,,,,,15.2312,2.5256
Su,9/8/13,,,,,15.2312,2.5256
,,,,,,,
Sa,9/7/13,,,,,15.2312,2.5256
Fr,9/6/13,5680.4,253.031M,269.891M,1.6665,15.2312,2.5256
Th,9/5/13,5592.95,274.938M,269.562M,1.6728,14.9925,2.4868
We,9/4/13,5448.1,237.23M,266.143M,1.7011,14.6042,2.4224
Tu,9/3/13,5341.45,250.299M,265.195M,1.7351,14.3183,2.375
Mo,9/2/13,5550.75,214.232M,261.555M,1.6615,15.0297,2.4681
Su,9/1/13,,,,,14.8159,2.433
,,,,,,,
Sa,8/31/13,,,,,14.8159,2.433
Fr,8/30/13,5471.8,336.402M,260.934M,1.6855,14.8159,2.433
Th,8/29/13,5409.05,326.499M,254.842M,1.7062,14.646,2.4051
We,8/28/13,5285,335.994M,247.49M,1.7462,14.3101,2.3499
Tu,8/27/13,5287.45,306.037M,238.235M,1.7454,14.3169,2.351
Mo,8/26/13,5476.5,241.996M,232.666M,1.6852,14.8291,2.4351
Su,8/25/13,,,,,14.8162,2.4329
,,,,,,,
Sa,8/24/13,,,,,14.8162,2.4329
Fr,8/23/13,5471.75,251.512M,230.983M,1.6866,14.8162,2.4329
Th,8/22/13,5408.45,284.469M,229.914M,1.7064,14.6448,2.4048
We,8/21/13,5302.55,255.004M,223.048M,1.7405,14.3581,2.3577
Tu,8/20/13,5401.45,261.053M,217.61M,1.7086,14.6259,2.4017
Mo,8/19/13,5414.75,219.673M,211.842M,1.7044,14.6621,2.4076
Su,8/18/13,,,,,14.9142,2.449
,,,,,,,
Sa,8/17/13,,,,,14.9142,2.449
Fr,8/16/13,5507.85,248.094M,213.003M,1.6756,14.9142,2.449
Th,8/15/13,,,,,15.5341,2.5532
We,8/14/13,5742.3,223.656M,206.592M,1.6072,15.5341,2.5532
Tu,8/13/13,5699.3,222.997M,200.113M,1.6192,15.4178,2.5341
Mo,8/12/13,5612.4,195.708M,192.924M,1.6379,15.1827,2.4955
Su,8/11/13,,,,,15.0472,2.4747
,,,,,,,
Sa,8/10/13,,,,,15.0472,2.4747
Fr,8/9/13,,,,,15.0472,2.4747
Th,8/8/13,5565.65,204.919M,190.765M,1.6514,15.0472,2.4747
We,8/7/13,5519.1,245.011M,188.552M,1.6654,14.9213,2.454
Tu,8/6/13,5542.25,216.228M,184.986M,1.6584,14.9839,2.4643
Mo,8/5/13,5685.4,197.168M,180.648M,1.6167,15.3709,2.5279
Su,8/4/13,,,,,15.3506,2.5246
,,,,,,,
Sa,8/3/13,,,,,15.3499,2.5246
Fr,8/2/13,5677.9,222.494M,175.255M,1.6188,15.3497,2.5246
Th,8/1/13,5727.85,216.762M,168.936M,1.6047,15.4862,2.547
We,7/31/13,5742,235.469M,162.498M,1.6007,15.5245,2.5533
Tu,7/30/13,5755.05,181.489M,154.635M,1.5971,15.5596,2.5591
Mo,7/29/13,5831.65,173.431M,149.897M,1.5954,15.7667,2.5932
Su,7/28/13,,,,,15.9142,2.6174
,,,,,,,
Sa,7/27/13,,,,,15.9142,2.6174
Fr,7/26/13,5886.2,174.536M,146.843M,1.5906,15.9142,2.6174
Th,7/25/13,5907.5,237.081M,143.447M,1.5857,15.9717,2.6269
We,7/24/13,5990.5,151.932M,137.77M,1.5637,16.1961,2.6638
Tu,7/23/13,6077.8,126.469M,138.343M,1.5412,16.4327,2.7026
Mo,7/22/13,6031.8,115.168M,139.626M,1.553,16.3084,2.6822
Su,7/21/13,,,,,16.2973,2.6801
,,,,,,,
Sa,7/20/13,,,,,16.2973,2.6801
Fr,7/19/13,6029.2,163.312M,141.601M,1.5537,16.2973,2.6801
Th,7/18/13,6038.05,171.728M,145.007M,1.5482,16.3212,2.684
We,7/17/13,5973.3,191.516M,149.494M,1.5619,16.1462,2.6552
Tu,7/16/13,5955.25,151.163M,147.4M,1.5661,16.2195,2.6462
Mo,7/15/13,6030.8,116.276M,150.427M,1.5465,16.4254,2.6794
Su,7/14/13,,,,,16.366,2.6697
,,,,,,,
Sa,7/13/13,,,,,16.366,2.6697
Fr,7/12/13,6009,127.707M,155.574M,1.5659,16.366,2.6697
Th,7/11/13,5935.1,120.196M,159.221M,1.5845,16.1647,2.6369
We,7/10/13,5816.7,117.516M,164.435M,1.6166,15.8423,2.5843
Tu,7/9/13,5859,110.428M,164.303M,1.5737,15.9125,2.6029
Mo,7/8/13,5811.55,127.625M,164.777M,1.5865,15.785,2.5818
Su,7/7/13,,,,,15.9381,2.6068
,,,,,,,
Sa,7/6/13,,,,,15.9381,2.6068
Fr,7/5/13,5867.9,123.586M,163.413M,1.5716,15.9355,2.6048
Th,7/4/13,5836.95,151.929M,163.468M,1.5766,15.8514,2.591
We,7/3/13,5770.9,160.524M,162.809M,1.5944,15.672,2.5617
Tu,7/2/13,5857.55,145.722M,161.467M,1.5709,15.9074,2.6002
Mo,7/1/13,5898.85,144.794M,163.812M,1.5599,16.0104,2.6185
Su,6/30/13,,,,,15.8588,2.5934
,,,,,,,
Sa,6/29/13,,,,,15.8588,2.5934
Fr,6/28/13,5842.2,214.402M,160.835M,1.5749,15.8596,2.5934
Th,6/27/13,5682.35,239.029M,154.431M,1.6192,15.4257,2.5224
We,6/26/13,5588.7,160.096M,146.107M,1.6335,15.1714,2.4809
Tu,6/25/13,5609.1,196.572M,142.782M,1.6275,15.2268,2.4899
Mo,6/24/13,5590.25,193.489M,137.308M,1.633,15.1756,2.4815
Su,6/23/13,,,,,15.3858,2.5159
,,,,,,,
Sa,6/22/13,,,,,15.3858,2.5159
Fr,6/21/13,5667.65,182.411M,131.883M,1.6107,15.3835,2.5152
Th,6/20/13,5655.9,198.4M,131.41M,1.6141,15.3516,2.51
We,6/19/13,5822.25,115.539M,131.123M,1.5679,15.766,2.5838
Tu,6/18/13,5813.6,117.541M,131.434M,1.5703,15.7426,2.5799
Mo,6/17/13,5850.05,107.161M,132.909M,1.5605,15.8413,2.5961
Su,6/16/13,,,,,15.7285,2.5776
,,,,,,,
Sa,6/15/13,,,,,15.7285,2.5776
Fr,6/14/13,5808.4,124.41M,133.439M,1.5699,15.7285,2.5776
Th,6/13/13,5699.1,142.041M,135.92M,1.6,15.4328,2.5373
We,6/12/13,5760.2,140.394M,139.713M,1.5625,15.5996,2.5645
Tu,6/11/13,5788.8,180.902M,139.271M,1.5548,15.677,2.5773
Mo,6/10/13,5878,100.131M,135.917M,1.5312,15.9186,2.617
Su,6/9/13,,,,,15.9149,2.6183
,,,,,,,
Sa,6/8/13,,,,,15.9149,2.6183
Fr,6/7/13,5881,118.346M,137.391M,1.5358,15.9149,2.6183
Th,6/6/13,5921.4,114.175M,139.32M,1.5468,16.0242,2.6363
We,6/5/13,5923.85,110.223M,142.284M,1.5313,16.0307,2.672
Tu,6/4/13,5919.45,114.451M,145.196M,1.5324,16.0188,2.67
Mo,6/3/13,5939.3,112.124M,145.517M,1.5273,16.0725,2.6789
Su,6/2/13,,,,,16.1988,2.7
,,,,,,,
Sa,6/1/13,,,,,16.1988,2.7
Fr,5/31/13,5985.95,175.312M,145.238M,1.5154,16.1987,2.7004
Th,5/30/13,6124.05,194.093M,134.084M,1.4601,16.5724,2.7627
We,5/29/13,6104.3,120.205M,128.568M,1.432,16.4688,2.7538
Tu,5/28/13,6111.25,139.669M,127.887M,1.4303,16.4602,2.7938
Mo,5/27/13,6083.15,115.115M,126.728M,1.4284,16.4075,2.7809
Su,5/26/13,,,,,16.1456,2.7354
,,,,,,,
Sa,5/25/13,,,,,16.1456,2.7354
Fr,5/24/13,5983.55,161.623M,128.145M,1.4522,16.1457,2.6696
Th,5/23/13,5967.05,198.93M,124.715M,1.4813,16.1026,2.6623
We,5/22/13,6094.5,133.764M,121.169M,1.4503,16.1843,2.727
Tu,5/21/13,6114.1,130.589M,123.077M,1.4457,16.2118,2.7358
Mo,5/20/13,6156.9,122.253M,124.583M,1.4356,16.4262,2.7138
Su,5/19/13,,,,,16.5078,2.7272
,,,,,,,
Sa,5/18/13,,,,,16.5078,2.7272
Fr,5/17/13,6187.3,147.28M,124.359M,1.4286,16.5078,2.7272
Th,5/16/13,6169.9,158.636M,123.961M,1.4326,16.4671,2.7195
We,5/15/13,6146.75,153.893M,126.692M,1.438,16.407,2.7093
Tu,5/14/13,5995.4,119.266M,125.247M,1.4743,16.0032,2.6426
Mo,5/13/13,5980.45,107.949M,126.302M,1.4762,15.995,2.636
Su,5/12/13,,,,,16.5033,2.6919
,,,,,,,
Sa,5/11/13,6107.25,7.991M,129.098M,1.4456,16.5034,2.6919
Fr,5/10/13,6094.75,111.352M,138.87M,1.4485,16.4696,2.6864
Th,5/9/13,6050.15,109.997M,140.958M,1.455,16.3682,2.6667
We,5/8/13,6069.3,122.279M,143.153M,1.4504,16.593,2.6752
Tu,5/7/13,6043.55,136.373M,143.489M,1.4566,16.2263,2.6638
Mo,5/6/13,5971.05,110.167M,144.187M,1.4743,16.0313,2.6319
Su,5/5/13,,,,,15.9586,2.6199
,,,,,,,
Sa,5/4/13,,,,,15.9586,2.6199
Fr,5/3/13,5944,145.754M,145.413M,1.481,15.9319,2.6199
Th,5/2/13,5999.35,162.376M,144.908M,1.4673,16.0824,2.6443
We,5/1/13,,,,,15.8996,2.6139
Tu,4/30/13,5930.2,153.186M,140.551M,1.4844,15.8995,2.6139
Mo,4/29/13,5904.1,118.882M,139.503M,1.491,15.8297,2.6024
Su,4/28/13,,,,,15.7694,2.588
,,,,,,,
Sa,4/27/13,,,,,15.7683,2.588
Fr,4/26/13,5871.45,141.312M,140.55M,1.4993,15.7683,2.588
Th,4/25/13,5916.3,199.598M,140.51M,1.4879,15.8851,2.6077
We,4/24/13,,,,,15.6462,2.5727
Tu,4/23/13,5836.9,132.218M,134.298M,1.5081,15.6559,2.5727
Mo,4/22/13,5834.4,135.096M,132.002M,1.5088,15.6502,2.5716
Su,4/21/13,,,,,15.518,2.549
,,,,,,,
Sa,4/20/13,,,,,15.5171,2.549
Fr,4/19/13,,,,,15.5171,2.549
Th,4/18/13,5783.1,149.884M,136.973M,1.5222,15.5174,2.549
We,4/17/13,5688.7,154.575M,135.414M,1.5474,15.2597,2.5074
Tu,4/16/13,5688.95,142.679M,135.135M,1.5474,15.2597,2.5075
Mo,4/15/13,5568.4,142.918M,136.643M,1.5809,14.9353,2.4544
Su,4/14/13,,,,,14.8225,2.4368
,,,,,,,
Sa,4/13/13,,,,,14.8205,2.4368
Fr,4/12/13,5528.55,127.323M,139.06M,1.5923,14.8205,2.4368
Th,4/11/13,5594,146.828M,143.08M,1.5736,14.9948,2.4657
We,4/10/13,5558.7,128.559M,145.446M,1.5836,14.8935,2.45
Tu,4/9/13,5495.1,138.185M,143.719M,1.602,14.7261,2.422
Mo,4/8/13,5542.95,97.021M,144.651M,1.5881,14.8489,2.4431
Su,4/7/13,,,,,14.8749,2.4476
,,,,,,,
Sa,4/6/13,,,,,14.8759,2.4476
