Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Mo,9/23/91,385.92,106.768M,121.02M,3.1244,19.8126,2.1258
,,,,,,,
Fr,9/20/91,387.92,195.37M,119.996M,3.1083,19.9287,2.137
Th,9/19/91,387.56,154.099M,114.044M,3.1096,19.9084,2.135
We,9/18/91,386.94,97.762M,111.636M,3.1143,19.8766,2.1316
Tu,9/17/91,385.5,121.32M,111.704M,3.1259,19.8026,2.1237
Mo,9/16/91,385.78,130.004M,109.773M,3.124,19.8159,2.1254
,,,,,,,
Fr,9/13/91,383.59,131.91M,110.483M,3.1428,19.7034,2.1133
Th,9/12/91,387.34,111.925M,110.239M,3.1122,19.9131,2.1341
We,9/11/91,385.09,106.85M,114.271M,3.13,19.8133,2.1206
Tu,9/10/91,384.56,104.175M,116.595M,3.1342,19.7861,2.1176
Mo,9/9/91,388.57,78.405M,121.331M,3.0988,20.0121,2.14
,,,,,,,
Fr,9/6/91,389.1,128.231M,126.054M,3.0964,20.0342,2.1393
Th,9/5/91,389.14,117.924M,125.949M,3.096,20.0328,2.1395
We,9/4/91,389.97,115.377M,127.92M,3.0893,20.0755,2.1441
Tu,9/3/91,392.15,115.178M,130.933M,3.076,20.1878,2.1561
Mo,9/2/91,,,,,20.3567,2.1742
,,,,,,,
Fr,8/30/91,395.43,91.418M,130.519M,3.0502,20.3573,2.1743
Th,8/29/91,396.47,106.081M,131.69M,3.0408,20.4034,2.18
We,8/28/91,396.64,117.987M,132.71M,3.0392,20.4254,2.182
Tu,8/27/91,393.06,98.781M,133.174M,3.0585,20.2371,2.1623
Mo,8/26/91,393.85,92.346M,135.241M,3.0518,20.2777,2.1666
,,,,,,,
Fr,8/23/91,394.17,140.662M,135.175M,3.0487,20.2765,2.1679
Th,8/22/91,391.33,128.246M,133.669M,3.0708,20.1277,2.1519
We,8/21/91,390.59,172.405M,133.444M,3.0769,20.0888,2.1479
Tu,8/20/91,379.43,141.715M,129.57M,3.1673,19.515,2.0867
Mo,8/19/91,376.47,175.207M,128.07M,3.1926,19.3463,2.0723
,,,,,,,
Fr,8/16/91,385.58,149.253M,122.513M,3.1166,19.674,2.1203
Th,8/15/91,389.33,126.661M,118.756M,3.0856,19.8673,2.1413
We,8/14/91,389.9,147.491M,117.392M,3.0806,19.8973,2.1445
Tu,8/13/91,389.62,160.57M,115.358M,3.0828,18.4704,2.1531
Mo,8/12/91,388.02,108.956M,112.424M,3.0951,18.3945,2.1422
,,,,,,,
Fr,8/9/91,387.12,108.986M,112.106M,3.102,18.3514,2.1372
Th,8/8/91,389.32,121.387M,113.871M,3.0906,18.4562,2.1494
We,8/7/91,390.56,124.951M,115.42M,3.0799,18.515,2.1562
Tu,8/6/91,390.62,129.777M,115.832M,3.0757,18.5178,2.1565
Mo,8/5/91,385.06,91.363M,115.708M,3.1206,18.2667,2.1269
,,,,,,,
Fr,8/2/91,387.18,118.075M,117.064M,3.0967,18.3742,2.1385
Th,8/1/91,387.12,124.866M,117.368M,3.0962,18.3756,2.1382
We,7/31/91,387.81,114.294M,116.567M,3.0919,18.4084,2.142
Tu,7/30/91,386.69,119.213M,118.082M,3.0975,18.3552,2.1358
Mo,7/29/91,383.15,91.848M,117.688M,3.1262,18.1872,2.1162
,,,,,,,
Fr,7/26/91,380.93,92.897M,118.824M,3.1504,18.0825,2.1039
Th,7/25/91,380.96,106.21M,116.145M,3.1516,18.0838,2.104
We,7/24/91,378.64,116.976M,116.275M,3.1709,17.9737,2.0912
Tu,7/23/91,379.42,116.569M,116.683M,3.1643,18.011,2.0956
Mo,7/22/91,382.88,104.175M,117.467M,3.1358,18.1753,2.1147
,,,,,,,
Fr,7/19/91,384.22,135.466M,118.703M,3.1273,18.2377,2.1207
Th,7/18/91,385.37,144.627M,117.491M,3.1177,18.2918,2.1271
We,7/17/91,381.18,131.13M,116.527M,3.152,18.0929,2.1039
Tu,7/16/91,381.54,127.917M,115.351M,3.1496,18.11,2.1059
Mo,7/15/91,382.39,111.706M,113.809M,3.1426,18.1503,2.1106
,,,,,,,
Fr,7/12/91,380.25,122.627M,117.067M,3.1605,18.0487,2.0988
Th,7/11/91,376.97,112.852M,117.361M,3.188,17.8924,2.0807
We,7/10/91,375.74,137.017M,117.76M,3.1984,17.8341,2.0739
Tu,7/9/91,376.11,113.307M,116.228M,3.1952,17.8516,2.076
Mo,7/8/91,377.94,108.887M,114.992M,3.1768,17.9386,2.0866
,,,,,,,
Fr,7/5/91,374.08,52.709M,116.267M,3.2126,17.0008,2.0724
Th,7/4/91,,,,,16.9089,2.0683
We,7/3/91,373.33,108.163M,119.979M,3.219,16.9089,2.0683
Tu,7/2/91,377.47,123.091M,121.44M,3.1823,17.0964,2.0912
Mo,7/1/91,377.92,128.331M,120.878M,3.1785,17.1168,2.0937
,,,,,,,
Fr,6/28/91,371.16,122.711M,118.577M,3.2397,16.8098,2.0562
Th,6/27/91,374.4,117.295M,118.626M,3.2071,16.9552,2.0742
We,6/26/91,371.59,130.157M,119.058M,3.2323,16.828,2.0586
Tu,6/25/91,370.65,113.502M,119.96M,3.2405,16.7854,2.0534
Mo,6/24/91,370.94,104.784M,121.634M,3.2378,16.7986,2.055
,,,,,,,
Fr,6/21/91,377.75,160.577M,123.635M,3.1785,17.107,2.0927
Th,6/20/91,375.42,127.039M,124.901M,3.1982,17.0009,2.0798
We,6/19/91,375.09,118.83M,127.752M,3.2009,16.986,2.078
Tu,6/18/91,378.59,114.03M,129.842M,3.1723,17.1445,2.0974
Mo,6/17/91,380.13,94.776M,130.357M,3.1601,17.2142,2.1059
,,,,,,,
Fr,6/14/91,382.29,128.005M,130.173M,3.1419,17.3196,2.1127
Th,6/13/91,377.63,108.401M,130.028M,3.1807,17.1412,2.0868
We,6/12/91,376.65,130.069M,130.832M,3.1882,17.0967,2.0814
Tu,6/11/91,381.05,114.666M,131.652M,3.1514,17.2959,2.1057
Mo,6/10/91,378.57,93.806M,129.435M,3.1684,17.1745,2.0921
,,,,,,,
Fr,6/7/91,379.43,123.454M,132.153M,3.164,17.1889,2.0966
Th,6/6/91,383.63,123.765M,131.642M,3.1292,17.3779,2.1198
We,6/5/91,385.09,143.698M,133.552M,3.1169,17.4221,2.1277
Tu,6/4/91,387.74,138.602M,133.811M,3.0955,17.5452,2.1424
Mo,6/3/91,388.06,134.811M,131.021M,3.0968,17.5596,2.1441
,,,,,,,
Fr,5/31/91,389.83,179.556M,130.474M,3.0818,17.6543,2.1561
Th,5/30/91,386.96,169.804M,127.218M,3.098,17.5226,2.1402
We,5/29/91,382.79,150.194M,123.356M,3.1315,17.3338,2.1171
Tu,5/28/91,381.94,121.742M,120.665M,3.1383,17.2953,2.1124
Mo,5/27/91,,,,,17.0935,2.0881
,,,,,,,
Fr,5/24/91,377.49,92.026M,118.597M,3.1742,17.0935,2.0882
Th,5/23/91,374.97,125.829M,120.039M,3.1955,16.978,2.0745
We,5/22/91,376.19,120.459M,119.873M,3.1876,17.0157,2.0812
Tu,5/21/91,375.35,142.376M,121.586M,3.1945,16.9777,2.0766
Mo,5/20/91,372.28,81.398M,122.864M,3.2205,16.8386,2.0602
,,,,,,,
Fr,5/17/91,372.39,134.583M,124.932M,3.2187,16.8018,2.0617
Th,5/16/91,372.19,115.795M,123.116M,3.2204,16.7447,2.0604
We,5/15/91,368.57,152.405M,123.827M,3.2539,16.5831,2.0404
Tu,5/14/91,371.62,147.593M,121.903M,3.2257,16.7031,2.0583
Mo,5/13/91,376.76,96.74M,120.617M,3.1812,16.9381,2.0835
,,,,,,,
Fr,5/10/91,375.74,126.609M,122.347M,3.1903,16.8152,2.0796
Th,5/9/91,383.25,130.726M,124.04M,3.1356,17.3448,2.1277
We,5/8/91,378.51,111.874M,126.214M,3.1708,17.1458,2.1022
Tu,5/7/91,377.32,109.825M,131.005M,3.1808,17.0918,2.0956
Mo,5/6/91,380.08,90.722M,134.101M,3.1545,17.2169,2.1109
,,,,,,,
Fr,5/3/91,380.8,113.654M,136.647M,3.1446,17.2491,2.1146
Th,5/2/91,380.52,123.345M,138.222M,3.1461,17.2367,2.1131
We,5/1/91,380.29,146.152M,140.064M,3.1477,17.2263,2.1118
Tu,4/30/91,375.35,161.545M,138.356M,3.1918,17.0025,2.0844
Mo,4/29/91,373.66,112.41M,135.479M,3.1922,16.9259,2.0751
,,,,,,,
Fr,4/26/91,379.02,107.342M,134.106M,3.1459,17.095,2.0977
Th,4/25/91,379.25,126.471M,136.403M,3.1504,17.1587,2.1027
We,4/24/91,382.76,123.541M,137.484M,3.1231,17.3169,2.118
Tu,4/23/91,381.76,128.302M,139.96M,3.1316,17.2708,2.1125
Mo,4/22/91,380.95,122.682M,140.826M,3.1383,17.1702,2.1084
,,,,,,,
Fr,4/19/91,384.2,152.016M,139.227M,3.1141,16.6638,2.1669
Th,4/18/91,388.46,163.326M,136.258M,3.0831,16.8805,2.1923
We,4/17/91,390.45,183.739M,135.679M,3.0674,16.9688,2.2035
Tu,4/16/91,387.62,156.274M,133.156M,3.0896,16.8459,2.1873
Mo,4/15/91,381.19,128.911M,129.723M,3.1417,16.566,2.1483
,,,,,,,
Fr,4/12/91,380.4,137.278M,129.231M,3.1471,16.4031,2.1316
Th,4/11/91,377.63,150.975M,129.814M,3.1702,16.2862,2.1161
We,4/10/91,373.15,120.523M,129.403M,3.2083,16.0846,2.091
Tu,4/9/91,373.56,118.393M,130.177M,3.2048,16.1105,2.0932
Mo,4/8/91,378.66,91.812M,129.6M,3.1608,16.4139,2.1218
,,,,,,,
Fr,4/5/91,375.36,141.809M,136.695M,3.1906,16.0854,2.1033
Th,4/4/91,379.77,142.68M,138.101M,3.1535,16.2745,2.128
We,4/3/91,378.94,160.675M,137.33M,3.1585,16.1389,2.1234
Tu,4/2/91,379.5,141.293M,135.064M,3.1532,16.1619,2.1265
Mo,4/1/91,371.3,98.698M,133.483M,3.2231,15.8093,2.0806
,,,,,,,
Fr,3/29/91,,,,,15.9664,2.1026
Th,3/28/91,375.22,107.489M,136.766M,3.1981,15.9742,2.1026
We,3/27/91,375.35,154.631M,139.511M,3.191,15.9775,2.1033
Tu,3/26/91,376.3,145.904M,142.452M,3.1827,16.0152,2.1086
Mo,3/25/91,369.83,104.77M,144.716M,3.2384,15.7228,2.0723
,,,,,,,
Fr,3/22/91,367.48,121.537M,146.554M,3.2555,15.6544,2.0592
Th,3/21/91,366.58,146.027M,148.833M,3.2625,15.616,2.0541
We,3/20/91,367.92,144.805M,149.608M,3.2505,15.6731,2.0616
Tu,3/19/91,366.59,132.128M,150.214M,3.2622,15.6161,2.0542
Mo,3/18/91,372.11,109.741M,149.488M,3.2131,15.8507,2.0851
,,,,,,,
Fr,3/15/91,373.59,198.232M,151.758M,3.2,15.8688,2.0934
Th,3/14/91,373.5,162.912M,149.647M,3.2008,15.8067,2.0929
We,3/13/91,374.57,131.11M,147.421M,3.1914,16.8836,2.1009
Tu,3/12/91,370.03,126.678M,148.136M,3.2302,16.679,2.0754
Mo,3/11/91,372.96,117.591M,149.318M,3.2068,16.8106,2.0918
,,,,,,,
Fr,3/8/91,374.95,147.929M,153.706M,3.1927,16.9,2.103
Th,3/7/91,375.91,148.674M,155.726M,3.1813,16.9433,2.1084
We,3/6/91,376.17,198.738M,156.499M,3.1787,16.9551,2.1098
Tu,3/5/91,376.72,179.863M,156.8M,3.1784,16.9798,2.1129
Mo,3/4/91,369.33,132.34M,158.122M,3.2413,16.6468,2.0715
,,,,,,,
Fr,3/1/91,370.47,155.732M,158.939M,3.2258,16.6987,2.0779
Th,2/28/91,367.07,157.641M,163.877M,3.2555,16.5455,2.0588
We,2/27/91,367.74,153.908M,167.476M,3.2773,16.5787,2.0625
Tu,2/26/91,362.81,121.227M,171.601M,3.3215,16.3565,2.0349
Mo,2/25/91,367.26,143.8M,175.928M,3.2809,16.5571,2.0599
,,,,,,,
Fr,2/22/91,365.65,166.555M,179.612M,3.294,16.6103,2.0523
Th,2/21/91,364.97,129.526M,179.544M,3.2993,16.5793,2.0485
We,2/20/91,365.14,141.843M,183.539M,3.2983,16.587,2.0494
Tu,2/19/91,369.39,144.408M,182.902M,3.2603,16.7801,2.0733
Mo,2/18/91,,,,,16.7391,2.0714
,,,,,,,
Fr,2/15/91,369.06,183.401M,180.686M,3.2632,16.7132,2.0746
Th,2/14/91,364.22,178.232M,179.463M,3.3054,16.4914,2.0474
We,2/13/91,369.02,160.27M,179.259M,3.2624,16.7088,2.0744
Tu,2/12/91,365.5,203.246M,177.377M,3.2948,16.5462,2.0546
Mo,2/11/91,368.58,199.7M,173.108M,3.2666,16.6856,2.0719
,,,,,,,
Fr,2/8/91,359.35,144.594M,167.655M,3.348,16.332,2.0201
Th,2/7/91,356.52,229.809M,172.74M,3.3837,16.2668,2.0041
We,2/6/91,358.07,211.626M,176.414M,3.3666,16.3469,2.0129
Tu,2/5/91,351.26,215.776M,170.092M,3.4315,16.0488,1.9779
Mo,2/4/91,348.34,186.125M,161.464M,3.4548,15.9137,1.9615
,,,,,,,
Fr,2/1/91,343.05,199.069M,155.671M,3.5064,15.7202,1.9317
Th,1/31/91,343.93,165.539M,149.202M,3.499,15.756,1.9366
We,1/30/91,340.91,189.444M,144.854M,3.5319,15.6103,1.9196
Tu,1/29/91,335.84,132.296M,143.017M,3.5848,15.3782,1.8911
Mo,1/28/91,336.03,111.157M,141.966M,3.5862,15.4452,1.8922
,,,,,,,
Fr,1/25/91,336.07,165.069M,141.258M,3.5854,15.5311,1.8931
Th,1/24/91,334.78,175.164M,137.872M,3.5997,15.4885,1.8858
We,1/23/91,330.21,132.046M,133.924M,3.6495,15.3575,1.8601
Tu,1/22/91,328.31,139.203M,131.771M,3.6706,15.2884,1.8494
Mo,1/21/91,331.06,117.915M,127.29M,3.6392,15.4336,1.8649
,,,,,,,
Fr,1/18/91,332.23,220.859M,124.549M,3.6264,15.608,1.8714
Th,1/17/91,327.97,284.928M,114.592M,3.6757,15.4084,1.8475
We,1/16/91,316.17,116.786M,99.16M,3.8129,14.854,1.781
Tu,1/15/91,313.73,86.365M,93.894M,3.8424,14.7394,1.7672
Mo,1/14/91,312.49,99.228M,100.846M,3.8576,14.6833,1.7593
,,,,,,,
Fr,1/11/91,315.23,102.033M,102.927M,3.8223,,1.7763
Th,1/10/91,314.53,100.322M,105.099M,3.8308,,1.7725
We,1/9/91,311.49,161.879M,107.088M,3.8682,,1.7554
Tu,1/8/91,314.9,116.535M,101.873M,3.8254,,1.7746
Mo,1/7/91,315.44,100.54M,101.57M,3.8188,,1.7776
,,,,,,,
Fr,1/4/91,321,114.28M,102.927M,3.7514,,1.8143
Th,1/3/91,321.91,115.937M,104.798M,3.7384,,1.8194
We,1/2/91,326.45,99.751M,104.533M,3.6862,,1.8451
Tu,1/1/91,,,,,,1.8664
Mo,12/31/90,330.22,71.995M,104.801M,3.6455,,1.8664
,,,,,,,
Fr,12/28/90,328.72,76.796M,108.835M,3.651,,1.8582
Th,12/27/90,328.29,71.508M,118.212M,3.6536,,1.8558
We,12/26/90,330.85,53.447M,124.247M,3.6251,,1.8702
Tu,12/25/90,,,,,,1.8649
Mo,12/24/90,329.9,37.793M,130.691M,3.6398,,1.8649
,,,,,,,
Fr,12/21/90,331.75,190.653M,137.634M,3.6165,,1.8753
Th,12/20/90,330.12,130.44M,135.701M,3.6343,,1.8661
We,12/19/90,330.2,134.603M,134.248M,3.6334,,1.8666
Tu,12/18/90,330.05,130.156M,132.886M,3.6345,,1.8657
Mo,12/17/90,326.02,83.66M,132.033M,3.6788,,1.8429
,,,,,,,
Fr,12/14/90,326.82,111.995M,133.409M,3.6712,,1.8469
Th,12/13/90,329.34,120.89M,129.172M,3.6431,,1.8611
We,12/12/90,330.19,142.341M,128.749M,3.6333,,1.8659
Tu,12/11/90,326.44,111.972M,128.816M,3.6756,,1.8481
Mo,12/10/90,328.89,103.761M,129.052M,3.6517,,1.8618
,,,,,,,
Fr,12/7/90,327.75,132.51M,132.562M,3.6661,,1.8569
Th,12/6/90,329.07,217.449M,131.856M,3.6512,,1.8645
We,12/5/90,329.92,162.035M,126.824M,3.6412,,1.8693
Tu,12/4/90,326.35,150.11M,124.845M,3.681,,1.849
Mo,12/3/90,324.1,141.933M,123.346M,3.7057,,1.837
,,,,,,,
Fr,11/30/90,322.22,161.66M,121.539M,3.721,,1.8277
Th,11/29/90,316.42,108.646M,118.993M,3.7828,,1.7946
We,11/28/90,317.95,114.166M,119.798M,3.7643,,1.8033
Tu,11/27/90,318.1,117.373M,119.604M,3.7624,,1.8038
Mo,11/26/90,316.51,104.298M,119.559M,3.7793,,1.7948
,,,,,,,
Fr,11/23/90,315.1,48.442M,121.689M,3.7928,,1.7871
Th,11/22/90,,,,,,1.7924
We,11/21/90,316.03,114.532M,126.616M,3.7815,,1.7924
Tu,11/20/90,315.31,143.357M,127.414M,3.79,,1.7891
Mo,11/19/90,319.34,115.5M,125.832M,3.742,,1.8125
,,,,,,,
Fr,11/16/90,317.12,156.418M,125.303M,3.7679,,1.7941
Th,11/15/90,317.02,121.917M,121.954M,3.7661,,1.7953
We,11/14/90,320.4,141.967M,121.293M,3.726,,1.8156
Tu,11/13/90,317.67,132.361M,119.745M,3.7566,,1.8178
Mo,11/12/90,319.48,127.625M,118.516M,3.7334,,1.8168
,,,,,,,
Fr,11/9/90,313.74,114.828M,118.397M,3.8017,,1.7841
Th,11/8/90,307.61,123.458M,123.685M,3.8747,,1.7493
We,11/7/90,306.01,120.724M,126.808M,3.8981,,1.7402
Tu,11/6/90,311.62,111.255M,127.791M,3.8303,,1.7721
Mo,11/5/90,314.59,116.696M,128.446M,3.7922,,1.79
,,,,,,,
Fr,11/2/90,311.85,136.249M,130.024M,3.8176,,1.7744
Th,11/1/90,307.02,122.346M,131.32M,3.8767,,1.7469
We,10/31/90,304,126.508M,133.427M,3.9137,,1.7297
Tu,10/30/90,304.06,119.634M,134.225M,3.8957,,1.7301
Mo,10/29/90,301.88,107.554M,134.079M,3.9218,,1.7177
,,,,,,,
Fr,10/26/90,304.71,106.194M,131.811M,3.8836,,1.7337
Th,10/25/90,310.17,112M,132.864M,3.8213,,1.7635
We,10/24/90,312.6,118.742M,133.104M,3.7934,,1.7773
Tu,10/23/90,312.36,113.92M,132.369M,3.7963,,1.7765
Mo,10/22/90,314.76,125.849M,134.794M,3.7681,,1.7902
,,,,,,,
Fr,10/19/90,312.48,194.145M,137.404M,3.7949,,1.7772
Th,10/18/90,305.74,170.31M,135.338M,3.8784,,1.7356
We,10/17/90,298.76,135.466M,133.984M,3.9689,,1.696
Tu,10/16/90,298.92,121.084M,133.417M,3.9665,,1.6969
Mo,10/15/90,303.23,140.36M,133.391M,3.91,,1.7213
,,,,,,,
Fr,10/12/90,300.03,155.682M,132.735M,3.9501,,1.7032
Th,10/11/90,295.46,153.953M,133.834M,4.0113,,1.6772
We,10/10/90,300.39,138.488M,131.36M,3.9455,,1.7036
Tu,10/9/90,305.1,117.439M,130.046M,3.8845,,1.7303
Mo,10/8/90,313.48,73.535M,129.885M,3.7805,,1.7778
,,,,,,,
Fr,10/5/90,311.5,121.994M,131.05M,3.8046,,1.768
Th,10/4/90,312.69,115.588M,130.213M,3.7898,,1.7747
We,10/3/90,311.4,107.726M,129.011M,3.8284,,1.7674
Tu,10/2/90,315.21,150.295M,128.738M,3.7778,,1.789
Mo,10/1/90,314.94,164.989M,124.843M,3.7818,,1.7875
,,,,,,,
Fr,9/28/90,306.05,163.154M,120.205M,3.8991,,1.7368
Th,9/27/90,300.97,149.999M,116.417M,3.9579,,1.7079
We,9/26/90,305.06,126.966M,113.141M,3.9032,,1.7303
Tu,9/25/90,308.26,120.7M,110.783M,3.8625,,1.7484
Mo,9/24/90,304.59,130.508M,107.485M,3.9083,,1.7276
,,,,,,,
Fr,9/21/90,311.32,172.178M,103.804M,3.8217,,1.7658
Th,9/20/90,311.48,116.843M,98.828M,3.8215,,1.7663
We,9/19/90,316.6,118.771M,98.416M,3.757,,1.7953
Tu,9/18/90,318.6,115.031M,97.274M,3.7334,,1.8067
Mo,9/17/90,317.77,91.01M,98.12M,3.7318,,1.802
,,,,,,,
Fr,9/14/90,316.83,109.434M,102.664M,3.7424,,1.7968
Th,9/13/90,318.65,97.557M,108.446M,3.7371,,1.8076
We,9/12/90,322.54,103.628M,111.292M,3.6921,,1.8331
Tu,9/11/90,321.04,91.871M,115.016M,3.7092,,1.8248
Mo,9/10/90,321.63,95.419M,115.779M,3.7016,,1.8284
,,,,,,,
Fr,9/7/90,323.4,106.337M,121.331M,3.6751,,1.8362
Th,9/6/90,320.46,100.855M,121.688M,3.7088,,1.8195
We,9/5/90,324.39,91.597M,121.931M,3.6636,,1.8402
Tu,9/4/90,323.09,71.241M,122.388M,3.6869,,1.833
Mo,9/3/90,,,,,,1.8303
,,,,,,,
Fr,8/31/90,322.56,75.29M,123.892M,3.6938,,1.8292
Th,8/30/90,318.71,97.529M,126.623M,3.7378,,1.8073
We,8/29/90,324.19,110.663M,127.968M,3.6752,,1.8384
Tu,8/28/90,321.34,101.646M,131.314M,3.7444,,1.8223
Mo,8/27/90,321.44,127.716M,136.896M,3.7403,,1.8229
,,,,,,,
Fr,8/24/90,311.51,159.18M,141.13M,3.8572,,1.7665
Th,8/23/90,307.06,196.156M,146.519M,3.9131,,1.7413
We,8/22/90,316.55,140.25M,146.477M,3.7957,,1.7951
Tu,8/21/90,321.86,159.494M,146.217M,3.7329,,1.826
Mo,8/20/90,328.51,103.31M,144.565M,3.6573,,1.8638
,,,,,,,
Fr,8/17/90,327.83,178.702M,145.271M,3.6624,,1.8606
Th,8/16/90,332.39,111.687M,141.083M,3.6122,,1.885
We,8/15/90,340.06,104.506M,142.082M,3.5311,,1.9287
Tu,8/14/90,339.39,98.457M,143.308M,3.5373,,1.925
Mo,8/13/90,338.84,93.797M,146.264M,3.5423,,1.9382
,,,,,,,
Fr,8/10/90,335.52,116.247M,151.291M,3.5758,,2.0064
Th,8/9/90,339.94,117.707M,153.466M,3.5291,,2.0329
We,8/8/90,338.35,160.858M,155.39M,3.5428,,2.0234
Tu,8/7/90,334.83,185.369M,154.451M,3.58,,2.0023
Mo,8/6/90,334.43,191.238M,152.09M,3.5831,,1.9999
,,,,,,,
Fr,8/3/90,344.86,240.015M,147.069M,3.4733,,2.0617
Th,8/2/90,351.48,195.516M,142.327M,3.4072,,2.1013
We,8/1/90,355.52,136.357M,140.157M,3.3675,,2.1254
Tu,7/31/90,356.15,134.715M,139.949M,3.3598,,2.1292
Mo,7/30/90,355.55,113.889M,138.53M,3.3571,,2.1256
,,,,,,,
Fr,7/27/90,353.44,115.882M,136.847M,3.373,,2.1128
Th,7/26/90,355.91,126.676M,134.73M,3.3496,,2.1275
We,7/25/90,357.09,122.904M,132.852M,3.338,,2.1346
Tu,7/24/90,355.79,142.789M,130.888M,3.3495,,2.1271
Mo,7/23/90,355.31,169.197M,127.05M,3.354,,2.1242
,,,,,,,
Fr,7/20/90,361.61,148.881M,122.957M,3.2956,,2.1608
Th,7/19/90,365.32,146.56M,119.889M,3.262,,2.183
We,7/18/90,364.22,146.777M,117.194M,3.2716,,2.1764
Tu,7/17/90,367.52,149.961M,114.852M,3.2421,,2.1961
Mo,7/16/90,368.95,115.918M,111.842M,3.2293,,2.2047
,,,,,,,
Fr,7/13/90,367.31,168.884M,113.246M,3.2437,,2.1949
Th,7/12/90,365.44,162.957M,109.246M,3.2603,,2.1837
We,7/11/90,361.23,133.244M,105.147M,3.2983,,2.1589
Tu,7/10/90,356.49,113.431M,103.013M,3.3421,,2.1306
Mo,7/9/90,359.52,88.645M,102.422M,3.3139,,2.1487
,,,,,,,
Fr,7/6/90,358.42,84.13M,108.054M,3.3261,,2.1445
Th,7/5/90,355.68,98.506M,109.718M,3.3518,,2.1281
We,7/4/90,,,,,,2.1549
Tu,7/3/90,360.16,93.437M,111.422M,3.311,,2.1549
Mo,7/2/90,359.54,85.227M,113.055M,3.3132,,2.1512
,,,,,,,
Fr,6/29/90,358.02,107.803M,113.369M,3.3281,,2.1421
Th,6/28/90,357.63,102.855M,113.763M,3.3066,,2.1398
We,6/27/90,355.14,106.131M,115.031M,3.329,,2.1249
Tu,6/26/90,352.06,111.65M,116.395M,3.3591,,2.1065
Mo,6/25/90,352.31,104.809M,119.485M,3.3559,,2.108
,,,,,,,
Fr,6/22/90,355.43,136.979M,121.39M,3.3219,,2.1266
Th,6/21/90,360.47,108.881M,121.668M,3.2754,,2.1568
We,6/20/90,359.1,101.471M,122.4M,3.2879,,2.1486
Tu,6/19/90,358.47,101.246M,126.186M,3.2953,,2.1448
Mo,6/18/90,356.88,104.556M,126.49M,3.3091,,2.1353
,,,,,,,
Fr,6/15/90,362.91,173.128M,125.744M,3.2538,,2.1666
Th,6/14/90,362.9,109.09M,122.114M,3.264,,2.1665
We,6/13/90,364.9,124.074M,123.544M,3.2455,,2.1826
Tu,6/12/90,366.25,117.923M,125.613M,3.2334,,2.1909
Mo,6/11/90,361.63,89.931M,126.775M,3.2743,,2.1635
,,,,,,,
Fr,6/8/90,358.71,113.722M,129.51M,3.2997,,2.146
Th,6/7/90,363.15,121.877M,130.47M,3.2581,,2.1726
We,6/6/90,364.96,126.588M,130.501M,3.2459,,2.1834
Tu,6/5/90,366.64,158.007M,130.925M,3.2308,,2.1908
Mo,6/4/90,367.4,133.37M,132.633M,3.2236,,2.1954
,,,,,,,
Fr,6/1/90,363.16,141.16M,136.188M,3.2595,,2.1722
Th,5/31/90,361.23,119.856M,134.866M,3.2871,,2.1607
We,5/30/90,360.86,158.256M,134.934M,3.2233,,2.1585
Tu,5/29/90,360.65,105.817M,131.494M,3.2736,,2.1581
Mo,5/28/90,,,,,,2.1221
,,,,,,,
Fr,5/25/90,354.58,93.361M,131.408M,3.3312,,2.1221
Th,5/24/90,358.41,118.68M,132.728M,3.294,,2.145
We,5/23/90,359.29,130.54M,132.483M,3.285,,2.1455
Tu,5/22/90,358.43,155.1M,130.93M,3.2927,,2.1404
Mo,5/21/90,358,135.364M,128.153M,3.2938,,2.1381
,,,,,,,
Fr,5/18/90,354.64,130.951M,125.373M,3.3231,,2.1137
Th,5/17/90,354.47,128.121M,123.219M,3.3247,,2.1136
We,5/16/90,354,122.341M,121.954M,3.3351,,2.1123
Tu,5/15/90,354.28,132.952M,120.546M,3.33,,2.114
Mo,5/14/90,354.75,183.63M,118.751M,3.3247,,2.1174
,,,,,,,
Fr,5/11/90,352,186.686M,113.696M,3.3573,,2.108
Th,5/10/90,343.82,121.331M,111.12M,3.437,,2.0587
We,5/9/90,342.86,120.888M,111.28M,3.4441,,
Tu,5/8/90,342.01,106.657M,111.567M,3.4512,,
Mo,5/7/90,340.53,104.519M,111.084M,3.4634,,
,,,,,,,
Fr,5/4/90,338.39,113.159M,111.589M,3.4825,,
Th,5/3/90,335.57,115.014M,111.132M,3.5106,,
We,5/2/90,334.48,107.24M,110.575M,3.5343,,
Tu,5/1/90,332.25,113.449M,109.918M,3.5921,,
Mo,4/30/90,330.8,93.659M,107.853M,3.6077,,
,,,,,,,
Fr,4/27/90,329.11,98.646M,108.677M,3.6183,,
Th,4/26/90,332.92,109.14M,109.469M,3.5768,,
We,4/25/90,332.03,101.222M,110.221M,3.5864,,
Tu,4/24/90,330.36,106.028M,111.104M,3.6038,,
Mo,4/23/90,331.05,107.802M,110.36M,3.5954,,
,,,,,,,
Fr,4/20/90,335.12,148.052M,110.155M,3.551,,
Th,4/19/90,338.09,123.721M,106.825M,3.5195,,
We,4/18/90,340.72,125.203M,106.922M,3.4921,,
Tu,4/17/90,344.68,99.41M,104.622M,3.4519,,
Mo,4/16/90,344.74,112.089M,103.455M,3.4512,,
,,,,,,,
