Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Fr,1/31/97,921.55,146.724M,133.302M,,,
Th,1/30/97,911.71,141.301M,132.553M,,,
We,1/29/97,892.46,116.488M,130.304M,,,
Tu,1/28/97,890.79,139.39M,130.156M,,,
Mo,1/27/97,889.82,103.42M,128.157M,,,
,,,,,,,
Fr,1/24/97,898.37,144.797M,129.557M,,,
Th,1/23/97,912.74,150.884M,126.668M,,,
We,1/22/97,925.52,132.804M,123.975M,,,
Tu,1/21/97,913.73,123.86M,122.347M,,,
Mo,1/20/97,899.75,117.916M,118.993M,,,
,,,,,,,
Fr,1/17/97,883.44,123.094M,114.813M,,,
Th,1/16/97,873.63,158.64M,110.568M,,,
We,1/15/97,864.02,154.27M,102.701M,,,
Tu,1/14/97,881.38,130.527M,97.897M,,,
Mo,1/13/97,864.37,115.421M,97.985M,,,
,,,,,,,
Fr,1/10/97,865.58,135.487M,98.27M,,,
Th,1/9/97,856.95,107.561M,96.645M,,,
We,1/8/97,853.09,114.268M,97.972M,,,
Tu,1/7/97,864.55,109.41M,96.93M,,,
Mo,1/6/97,853.24,124.413M,97.843M,,,
,,,,,,,
Fr,1/3/97,848.08,101.466M,96.802M,,,
Th,1/2/97,815.6,110.484M,98.786M,,,
Tu,12/31/96,821.36,108.382M,99.243M,,,
Mo,12/30/96,826.49,73.55M,98.062M,,,
,,,,,,,
Fr,12/27/96,835.19,55.22M,100.84M,,,
Th,12/26/96,842.98,59.42M,103.544M,,,
Tu,12/24/96,835.4,40.634M,107.596M,,,
Mo,12/23/96,824.79,82.204M,112.025M,,,
,,,,,,,
Fr,12/20/96,834.05,131.851M,111.974M,,,
Th,12/19/96,843.72,119.7M,105.048M,,,
We,12/18/96,836.54,111.108M,102.14M,,,
Tu,12/17/96,815.79,127.464M,101.724M,,,
Mo,12/16/96,804.62,98.643M,100.145M,,,
,,,,,,,
Fr,12/13/96,828.45,123.105M,101.992M,,,
Th,12/12/96,843.37,108.796M,100.152M,,,
We,12/11/96,856.38,131.234M,99.562M,,,
Tu,12/10/96,848.96,117.326M,97.169M,,,
Mo,12/9/96,856.64,90.682M,95.418M,,,
,,,,,,,
Fr,12/6/96,827.21,115.215M,97.33M,,,
Th,12/5/96,835.8,95.771M,96.948M,,,
We,12/4/96,834.65,120.204M,97.564M,,,
Tu,12/3/96,837.91,107.068M,96.805M,,,
Mo,12/2/96,844.63,81.443M,94.71M,,,
,,,,,,,
Fr,11/29/96,834.01,27.961M,95.651M,,,
We,11/27/96,832.37,76.075M,101.231M,,,
Tu,11/26/96,825.51,104.878M,104.181M,,,
Mo,11/25/96,821.24,103.776M,104.014M,,,
,,,,,,,
Fr,11/22/96,818.51,126.349M,101.783M,,,
Th,11/21/96,800.47,95.5M,99.438M,,,
We,11/20/96,808.39,99.954M,99.818M,,,
Tu,11/19/96,805.78,95.338M,99.367M,,,
Mo,11/18/96,793.29,91.058M,99.364M,,,
,,,,,,,
Fr,11/15/96,799.44,119.354M,98.203M,,,
Th,11/14/96,809.75,109.484M,94.687M,,,
We,11/13/96,798.7,105.022M,93.789M,,,
Tu,11/12/96,794.09,108.813M,93.387M,,,
Mo,11/11/96,804.72,75.65M,93.638M,,,
,,,,,,,
Fr,11/8/96,798.66,95.553M,94.52M,,,
Th,11/7/96,795.42,111.668M,93.9M,,,
We,11/6/96,786.9,120.313M,92.651M,,,
Tu,11/5/96,769.89,102.379M,91.4M,,,
Mo,11/4/96,756.23,70.303M,91.729M,,,
,,,,,,,
Fr,11/1/96,755.51,91.184M,92.099M,,,
Th,10/31/96,751.99,101.199M,91.086M,,,
We,10/30/96,736.36,93.184M,90.697M,,,
Tu,10/29/96,731.21,95.3M,90.961M,,,
Mo,10/28/96,741.64,73.642M,91.004M,,,
,,,,,,,
Fr,10/25/96,743.55,66.608M,91.163M,,,
Th,10/24/96,748.41,96.021M,92.109M,,,
We,10/23/96,749.7,98.985M,91.738M,,,
Tu,10/22/96,736.64,112.587M,91.791M,,,
Mo,10/21/96,746.28,88.866M,90.603M,,,
,,,,,,,
Fr,10/18/96,756.83,86.262M,90.435M,,,
Th,10/17/96,755.77,92.934M,89.99M,,,
We,10/16/96,767.64,101.541M,92.414M,,,
Tu,10/15/96,775.08,107.312M,92.622M,,,
Mo,10/14/96,771.99,75.862M,92.534M,,,
,,,,,,,
Fr,10/11/96,765.64,75.98M,91.923M,,,
Th,10/10/96,751.44,95.364M,94.426M,,,
We,10/9/96,753.97,97.146M,95.094M,,,
Tu,10/8/96,753.24,95.949M,96.795M,,,
Mo,10/7/96,764.96,76.028M,100.262M,,,
,,,,,,,
Fr,10/4/96,759.12,80.803M,102.633M,,,
Th,10/3/96,743.28,90.458M,106.465M,,,
We,10/2/96,747.55,99.778M,106.944M,,,
Tu,10/1/96,734.5,94.76M,105.761M,,,
Mo,9/30/96,737.58,86.355M,104.702M,,,
,,,,,,,
Fr,9/27/96,744.73,79.576M,103.549M,,,
Th,9/26/96,744.61,129.296M,103.902M,,,
We,9/25/96,745.73,104.665M,102.72M,,,
Tu,9/24/96,736.59,105.996M,101.605M,,,
Mo,9/23/96,733.41,66.694M,99.429M,,,
,,,,,,,
Fr,9/20/96,743.42,113.526M,99.332M,,,
Th,9/19/96,736.76,105.381M,97.701M,,,
We,9/18/96,727.63,122.667M,96.514M,,,
Tu,9/17/96,722.5,147.946M,93.908M,,,
Mo,9/16/96,709.22,111.588M,89.56M,,,
,,,,,,,
Fr,9/13/96,707.86,138.287M,87.066M,,,
Th,9/12/96,685.65,97.651M,83.716M,,,
We,9/11/96,675.12,82.027M,82.063M,,,
Tu,9/10/96,671.65,78.874M,80.35M,,,
Mo,9/9/96,671.98,69.068M,78.425M,,,
,,,,,,,
Fr,9/6/96,664.22,84.872M,78.643M,,,
Th,9/5/96,652.32,111.556M,77.903M,,,
We,9/4/96,669.2,87.946M,75.656M,,,
Tu,9/3/96,669.29,73.351M,75.265M,,,
,,,,,,,
Fr,8/30/96,663.57,65.244M,74.437M,,,
Th,8/29/96,671.1,89.049M,75.146M,,,
We,8/28/96,679.67,87.588M,74.75M,,,
Tu,8/27/96,679.05,83.571M,75.797M,,,
Mo,8/26/96,672.92,82.73M,75.294M,,,
,,,,,,,
Fr,8/23/96,677.57,74.181M,74.339M,,,
Th,8/22/96,681.63,88.03M,76.363M,,,
We,8/21/96,667.42,72.852M,76.86M,,,
Tu,8/20/96,662.87,56.345M,77.578M,,,
Mo,8/19/96,670.25,49.985M,78.628M,,,
,,,,,,,
Fr,8/16/96,672.28,72.342M,80.137M,,,
Th,8/15/96,677.09,73.768M,81.269M,,,
We,8/14/96,677.17,77.856M,83.023M,,,
Tu,8/13/96,669.1,82.083M,87.316M,,,
Mo,8/12/96,679.39,60.924M,89.982M,,,
,,,,,,,
Fr,8/9/96,678.31,75.883M,91.109M,,,
Th,8/8/96,677.52,83.12M,92.81M,,,
We,8/7/96,682.37,103.282M,95.418M,,,
Tu,8/6/96,671.69,76.036M,98.153M,,,
Mo,8/5/96,661.02,68.402M,106.165M,,,
,,,,,,,
Fr,8/2/96,667.84,104.537M,109.775M,,,
Th,8/1/96,651.07,95.484M,110.636M,,,
We,7/31/96,636.01,83.622M,114.12M,,,
Tu,7/30/96,630.32,72.093M,115.267M,,,
Mo,7/29/96,620.51,72.63M,115.551M,,,
,,,,,,,
Fr,7/26/96,633.39,89.318M,116.078M,,,
Th,7/25/96,620.39,100.077M,112.703M,,,
We,7/24/96,605.05,142.248M,110.522M,,,
Tu,7/23/96,598.34,122.069M,105.892M,,,
Mo,7/22/96,624.03,77.829M,102.273M,,,
,,,,,,,
Fr,7/19/96,633.05,101.398M,103M,,,
Th,7/18/96,643.74,122.244M,102.103M,,,
We,7/17/96,631.3,144.306M,100.841M,,,
Tu,7/16/96,614.25,196.224M,96.283M,,,
Mo,7/15/96,606.89,122.55M,88.191M,,,
,,,,,,,
Fr,7/12/96,635.06,117.456M,86.375M,,,
Th,7/11/96,635.78,147.741M,85.827M,,,
We,7/10/96,657.45,100.83M,82.296M,,,
Tu,7/9/96,660.76,76.352M,81.546M,,,
Mo,7/8/96,656,80.534M,80.704M,,,
,,,,,,,
Fr,7/5/96,657.68,38.693M,79.742M,,,
We,7/3/96,673.84,67.362M,82.066M,,,
Tu,7/2/96,680.17,72.794M,82.74M,,,
Mo,7/1/96,687.07,67.789M,82.895M,,,
,,,,,,,
Fr,6/28/96,677.3,88.734M,82.247M,,,
Th,6/27/96,671.15,87.94M,82.359M,,,
We,6/26/96,659.69,103.316M,82.504M,,,
Tu,6/25/96,668.04,75.93M,80.523M,,,
Mo,6/24/96,677.17,74.842M,80.777M,,,
,,,,,,,
Fr,6/21/96,672.53,95.318M,80.404M,,,
Th,6/20/96,664.45,109.231M,80.524M,,,
We,6/19/96,667.72,94.778M,78.594M,,,
Tu,6/18/96,666.07,89.583M,77.754M,,,
Mo,6/17/96,678.44,63.714M,76.444M,,,
,,,,,,,
Fr,6/14/96,681.13,66.1M,76.4M,,,
Th,6/13/96,691.84,73.561M,77.577M,,,
We,6/12/96,697.16,77.463M,77.803M,,,
Tu,6/11/96,690.94,75.122M,77.642M,,,
Mo,6/10/96,688.84,58.07M,76.95M,,,
,,,,,,,
Fr,6/7/96,691.46,90.423M,78.048M,,,
Th,6/6/96,687.01,90.112M,77.182M,,,
We,6/5/96,699.35,73.598M,77.497M,,,
Tu,6/4/96,692.59,79.733M,79.097M,,,
Mo,6/3/96,689.25,69.248M,79.544M,,,
,,,,,,,
Fr,5/31/96,692.39,97.129M,81.176M,,,
Th,5/30/96,684.04,80.281M,81.016M,,,
We,5/29/96,677.09,82.168M,82.641M,,,
Tu,5/28/96,685.07,69.94M,83.302M,,,
,,,,,,,
Fr,5/24/96,688.91,63.045M,83.352M,,,
Th,5/23/96,692.09,83.757M,84.833M,,,
We,5/22/96,688.43,76.962M,85.657M,,,
Tu,5/21/96,687.86,75.041M,85.885M,,,
Mo,5/20/96,693.27,64.745M,86.042M,,,
,,,,,,,
Fr,5/17/96,690.81,74.54M,86.06M,,,
Th,5/16/96,695.25,77.438M,86.736M,,,
We,5/15/96,690.16,94.837M,88.483M,,,
Tu,5/14/96,695.43,97.59M,90.813M,,,
Mo,5/13/96,688.52,86.442M,90.925M,,,
,,,,,,,
Fr,5/10/96,672.54,93.726M,91.387M,,,
Th,5/9/96,662.54,94.729M,91.215M,,,
We,5/8/96,663.53,104.653M,91.001M,,,
Tu,5/7/96,660.82,92.091M,92.073M,,,
Mo,5/6/96,662.93,70.684M,95.004M,,,
,,,,,,,
Fr,5/3/96,661.07,85.264M,95.137M,,,
Th,5/2/96,656.73,96.107M,95.972M,,,
We,5/1/96,673.36,80.383M,97.365M,,,
Tu,4/30/96,666.73,77.397M,101.338M,,,
Mo,4/29/96,667,65.019M,104.187M,,,
,,,,,,,
Fr,4/26/96,666.65,84.685M,107.43M,,,
Th,4/25/96,666.68,103.635M,106.913M,,,
We,4/24/96,664.01,129.787M,105.7M,,,
Tu,4/23/96,654.49,99.274M,102.035M,,,
Mo,4/22/96,644.29,93.371M,100.272M,,,
,,,,,,,
Fr,4/19/96,633.01,91.153M,100.039M,,,
Th,4/18/96,633.44,91.51M,99.139M,,,
We,4/17/96,620.71,120.741M,98.71M,,,
Tu,4/16/96,625.94,136.05M,98.157M,,,
Mo,4/15/96,611.08,72.678M,94.966M,,,
,,,,,,,
Fr,4/12/96,605.05,97.79M,95.947M,,,
Th,4/11/96,604.07,117.009M,95.599M,,,
We,4/10/96,609.11,139.974M,94.383M,,,
Tu,4/9/96,611.06,120.133M,90.936M,,,
Mo,4/8/96,610.61,113.655M,88.942M,,,
,,,,,,,
Th,4/4/96,618,76.936M,88.748M,,,
We,4/3/96,618.57,85.438M,90.242M,,,
Tu,4/2/96,615.81,74.815M,90.853M,,,
Mo,4/1/96,612.99,72.827M,91.499M,,,
,,,,,,,
Fr,3/29/96,609.69,89.877M,92.672M,,,
Th,3/28/96,608.08,77.658M,95.417M,,,
We,3/27/96,608.06,85.075M,96.109M,,,
Tu,3/26/96,602.08,112.438M,97.106M,,,
Mo,3/25/96,597.82,88.19M,96.384M,,,
,,,,,,,
Fr,3/22/96,612.88,87.388M,97.258M,,,
Th,3/21/96,611.51,92.578M,102.205M,,,
We,3/20/96,615.26,98.772M,102.875M,,,
Tu,3/19/96,629.39,88.256M,101.619M,,,
Mo,3/18/96,633.26,90.223M,101.382M,,,
,,,,,,,
Fr,3/15/96,621.71,110.745M,100.057M,,,
Th,3/14/96,610.56,99.357M,99.679M,,,
We,3/13/96,614.75,94.602M,101.196M,,,
Tu,3/12/96,599.02,84.498M,99.977M,,,
Mo,3/11/96,605.48,90.42M,99.271M,,,
,,,,,,,
Fr,3/8/96,591.71,131.06M,97.617M,,,
Th,3/7/96,609.55,88.031M,93.681M,,,
We,3/6/96,607.84,100.038M,93.87M,,,
Tu,3/5/96,615.88,101.601M,93.449M,,,
Mo,3/4/96,601.5,101.304M,91.288M,,,
,,,,,,,
Fr,3/1/96,604.76,161.587M,90.726M,,,
Th,2/29/96,622.83,102.628M,86.349M,,,
We,2/28/96,631.44,79.936M,86.129M,,,
Tu,2/27/96,631.1,84.699M,87.778M,,,
Mo,2/26/96,637.92,70.352M,88.47M,,,
,,,,,,,
Fr,2/23/96,642.59,105.072M,90.109M,,,
Th,2/22/96,643.41,122.106M,89.679M,,,
We,2/21/96,627.28,76.315M,88.842M,,,
Tu,2/20/96,616.83,73.911M,90.234M,,,
,,,,,,,
Fr,2/16/96,619.04,65.617M,89.679M,,,
Th,2/15/96,620.23,72.018M,91.491M,,,
We,2/14/96,617.59,90.869M,94.249M,,,
Tu,2/13/96,618.54,93.716M,96.493M,,,
Mo,2/12/96,625.29,69.196M,97.011M,,,
,,,,,,,
Fr,2/9/96,623.01,92.866M,98.718M,,,
Th,2/8/96,623.8,95.939M,100.936M,,,
We,2/7/96,615.07,99.317M,102.065M,,,
Tu,2/6/96,619.2,104.676M,108.56M,,,
Mo,2/5/96,615.47,95.079M,110.531M,,,
,,,,,,,
Fr,2/2/96,601.42,94.933M,110.827M,,,
Th,2/1/96,601.88,98.636M,110.793M,,,
We,1/31/96,591.82,109.551M,111.636M,,,
Tu,1/30/96,583.99,97.191M,114.64M,,,
Mo,1/29/96,576.23,65.584M,117.181M,,,
,,,,,,,
Fr,1/26/96,577.05,92.802M,114.201M,,,
Th,1/25/96,572.26,113.386M,116.506M,,,
We,1/24/96,582.14,124.528M,118.98M,,,
Tu,1/23/96,567.35,101.484M,117.714M,,,
Mo,1/22/96,571.25,94.801M,115.835M,,,
,,,,,,,
Fr,1/19/96,564.64,126.129M,115.587M,,,
Th,1/18/96,554.32,112.876M,111.742M,,,
We,1/17/96,545.51,196.751M,107.401M,,,
Tu,1/16/96,546.05,134.234M,97.005M,,,
Mo,1/15/96,534.44,99.524M,92.653M,,,
,,,,,,,
Fr,1/12/96,552.71,94.423M,92.47M,,,
Th,1/11/96,555.2,111.276M,93.754M,,,
We,1/10/96,535.29,154.605M,94.796M,,,
Tu,1/9/96,534.42,135.318M,92.796M,,,
Mo,1/8/96,563.15,20.883M,92.911M,,,
,,,,,,,
Fr,1/5/96,565.14,127.378M,99.583M,,,
Th,1/4/96,563.48,150.499M,96.815M,,,
We,1/3/96,572.29,105.524M,92.019M,,,
Tu,1/2/96,585.94,73.3M,89.626M,,,
,,,,,,,
Fr,12/29/95,576.23,91.087M,90.355M,,,
Th,12/28/95,571.96,68.453M,90.101M,,,
We,12/27/95,580.37,47.759M,92.146M,,,
Tu,12/26/95,585.09,40.806M,95.323M,,,
,,,,,,,
Fr,12/22/95,585.18,68.966M,99.126M,,,
Th,12/21/95,580.76,96.777M,99.508M,,,
We,12/20/95,565.15,113.679M,98.381M,,,
Tu,12/19/95,575.01,126.903M,97.064M,,,
Mo,12/18/95,548.04,124.614M,94.89M,,,
,,,,,,,
Fr,12/15/95,563.28,137.035M,92.009M,,,
Th,12/14/95,566.29,120.962M,84.494M,,,
We,12/13/95,587.54,85.859M,81.217M,,,
Tu,12/12/95,585.04,78.562M,83.596M,,,
Mo,12/11/95,596.11,69.628M,83.768M,,,
,,,,,,,
Fr,12/8/95,599.38,84.239M,84.434M,,,
Th,12/7/95,587.13,87.27M,84.777M,,,
We,12/6/95,589.98,99.128M,85.262M,,,
Tu,12/5/95,591.23,95.426M,84.377M,,,
Mo,12/4/95,598,97.844M,82.648M,,,
,,,,,,,
Fr,12/1/95,587.02,74.696M,81.491M,,,
Th,11/30/95,593.72,79.872M,82.15M,,,
We,11/29/95,599.58,93.919M,82.966M,,,
Tu,11/28/95,598,94.3M,84.991M,,,
Mo,11/27/95,573.91,81.4M,83.076M,,,
,,,,,,,
Fr,11/24/95,578.32,24.304M,82.67M,,,
We,11/22/95,569.04,71.804M,86.452M,,,
Tu,11/21/95,574.22,121.542M,86.58M,,,
Mo,11/20/95,571.67,81.15M,83.638M,,,
,,,,,,,
Fr,11/17/95,588.81,79.612M,84.133M,,,
Th,11/16/95,591.7,89.392M,83.744M,,,
We,11/15/95,593.48,94.548M,82.724M,,,
Tu,11/14/95,591.68,85.845M,81.216M,,,
Mo,11/13/95,608.32,69.493M,80.09M,,,
,,,,,,,
Fr,11/10/95,613.61,80.493M,80.03M,,,
Th,11/9/95,616.95,84.574M,80.255M,,,
We,11/8/95,598.72,92.112M,80.566M,,,
Tu,11/7/95,596.23,124.302M,83.142M,,,
Mo,11/6/95,615.72,65.571M,81.04M,,,
,,,,,,,
Fr,11/3/95,621.71,75.315M,80.379M,,,
Th,11/2/95,614.69,81.032M,80.183M,,,
We,11/1/95,600.91,73.724M,79.915M,,,
Tu,10/31/95,598.78,77.401M,81.85M,,,
Mo,10/30/95,607.1,88.58M,85.592M,,,
,,,,,,,
Fr,10/27/95,593.53,73.774M,86.573M,,,
Th,10/26/95,582.47,74.093M,86.871M,,,
We,10/25/95,584.33,71.924M,87.915M,,,
Tu,10/24/95,594.23,68.968M,88.193M,,,
Mo,10/23/95,593.27,68.593M,89.081M,,,
,,,,,,,
Fr,10/20/95,591.88,83.867M,88.481M,,,
Th,10/19/95,601.26,89.227M,87.998M,,,
We,10/18/95,597.97,130.752M,87.194M,,,
Tu,10/17/95,589.43,92.777M,85.867M,,,
Mo,10/16/95,568.46,55.661M,84.044M,,,
,,,,,,,
Fr,10/13/95,570,72.376M,83.858M,,,
Th,10/12/95,573.1,77.014M,83.065M,,,
We,10/11/95,564.33,102.736M,82.436M,,,
Tu,10/10/95,550.76,133.534M,80.318M,,,
Mo,10/9/95,546.93,103.294M,76.409M,,,
,,,,,,,
Fr,10/6/95,567.42,78.246M,74.734M,,,
Th,10/5/95,572.75,89.756M,77.702M,,,
We,10/4/95,558.99,76.096M,75.953M,,,
Tu,10/3/95,573.16,82.279M,75.376M,,,
Mo,10/2/95,573.87,59.597M,74.069M,,,
,,,,,,,
Fr,9/29/95,585.08,76.626M,74.405M,,,
Th,9/28/95,595.44,77.159M,73.929M,,,
We,9/27/95,576.22,110.859M,74.559M,,,
Tu,9/26/95,580.77,65.431M,72.207M,,,
Mo,9/25/95,587.93,52.868M,72.758M,,,
,,,,,,,
Fr,9/22/95,592.64,60.488M,72.22M,,,
Th,9/21/95,594.85,67.57M,72.092M,,,
We,9/20/95,603.19,70.974M,72.878M,,,
Tu,9/19/95,601.02,74.891M,75.604M,,,
Mo,9/18/95,591.13,78.173M,74.976M,,,
,,,,,,,
Fr,9/15/95,589.01,122.766M,73.837M,,,
Th,9/14/95,604.12,63.514M,71.25M,,,
We,9/13/95,607.7,67.44M,71.69M,,,
Tu,9/12/95,605.99,62.675M,72.546M,,,
Mo,9/11/95,609.75,64.643M,73.866M,,,
,,,,,,,
Fr,9/8/95,604.27,69.488M,75.65M,,,
Th,9/7/95,599.14,86.601M,76.865M,,,
We,9/6/95,594.12,75.578M,76.901M,,,
Tu,9/5/95,595.36,73.702M,76.74M,,,
,,,,,,,
Fr,9/1/95,573.21,44.795M,76.159M,,,
Th,8/31/95,576.77,58.571M,77.121M,,,
We,8/30/95,572.83,79.352M,77.386M,,,
Tu,8/29/95,566.82,111.878M,77.868M,,,
Mo,8/28/95,566.05,65.468M,73.923M,,,
,,,,,,,
Fr,8/25/95,580.1,61.091M,72.875M,,,
Th,8/24/95,583.16,83.948M,72.392M,,,
We,8/23/95,591.32,70.118M,72.393M,,,
Tu,8/22/95,589.25,80.278M,73.686M,,,
Mo,8/21/95,578.89,82.477M,73.497M,,,
,,,,,,,
Fr,8/18/95,595.52,91.413M,71.789M,,,
Th,8/17/95,596.28,87.714M,70.307M,,,
We,8/16/95,596.43,87.14M,69.274M,,,
Tu,8/15/95,584.05,73.152M,69.084M,,,
Mo,8/14/95,584.73,64.999M,69.886M,,,
,,,,,,,
Fr,8/11/95,575.64,59.216M,70.617M,,,
Th,8/10/95,569.75,62.546M,73.458M,,,
We,8/9/95,575.49,86.585M,76.452M,,,
Tu,8/8/95,565.71,52.701M,82.444M,,,
Mo,8/7/95,563.65,49.756M,85.092M,,,
,,,,,,,
Fr,8/4/95,560.58,53.836M,86.796M,,,
Th,8/3/95,553.06,83.96M,87.984M,,,
We,8/2/95,551.56,89.519M,88.329M,,,
Tu,8/1/95,559.21,77.442M,88.308M,,,
Mo,7/31/95,568.88,56.857M,87.702M,,,
,,,,,,,
Fr,7/28/95,574.18,69.178M,88.785M,,,
Th,7/27/95,584.25,72.216M,89.793M,,,
We,7/26/95,576.84,84.3M,89.405M,,,
Tu,7/25/95,572.71,85.18M,87.9M,,,
Mo,7/24/95,562.64,75.961M,83.312M,,,
,,,,,,,
Fr,7/21/95,547.78,101.835M,81.549M,,,
Th,7/20/95,550.33,107.455M,78.264M,,,
We,7/19/95,547.02,176.466M,75.518M,,,
Tu,7/18/95,578.46,92.414M,67.711M,,,
Mo,7/17/95,596.91,75.32M,64.813M,,,
,,,,,,,
Fr,7/14/95,589.85,71.655M,63.656M,,,
Th,7/13/95,583.25,89.14M,63.452M,,,
We,7/12/95,579.71,89.208M,62.606M,,,
Tu,7/11/95,563.98,68.341M,61.983M,,,
Mo,7/10/95,573.56,73.098M,62.198M,,,
,,,,,,,
Fr,7/7/95,567.56,84.309M,61.198M,,,
Th,7/6/95,553.87,66.385M,58.982M,,,
We,7/5/95,543.39,61.738M,57.74M,,,
Mo,7/3/95,538.97,16.347M,57.539M,,,
,,,,,,,
Fr,6/30/95,538.03,49.52M,59.822M,,,
Th,6/29/95,536.21,52.565M,59.765M,,,
We,6/28/95,530.65,66.258M,58.902M,,,
Tu,6/27/95,527.84,59.373M,58.006M,,,
Mo,6/26/95,536.49,48.942M,58.229M,,,
,,,,,,,
Fr,6/23/95,544.66,57.964M,58.327M,,,
Th,6/22/95,546.06,68.596M,58.062M,,,
We,6/21/95,535.52,76.45M,57.212M,,,
Tu,6/20/95,539.55,79.858M,56.96M,,,
Mo,6/19/95,530.53,71.569M,56.426M,,,
,,,,,,,
Fr,6/16/95,517.57,58.094M,54.565M,,,
Th,6/15/95,511.99,51.077M,55.257M,,,
We,6/14/95,506.09,47.743M,57.186M,,,
Tu,6/13/95,505.32,58.731M,58.346M,,,
Mo,6/12/95,501.69,50.585M,58.414M,,,
,,,,,,,
Fr,6/9/95,500.41,48.675M,58.746M,,,
Th,6/8/95,500.86,39.608M,59.705M,,,
We,6/7/95,497.15,52.824M,61.45M,,,
Tu,6/6/95,495.12,62.721M,62.082M,,,
Mo,6/5/95,500.81,50.407M,61.556M,,,
,,,,,,,
Fr,6/2/95,492.65,53.995M,63.154M,,,
Th,6/1/95,490.96,55.836M,63.833M,,,
We,5/31/95,488.1,72.682M,63.506M,,,
Tu,5/30/95,482.08,71.847M,62.501M,,,
,,,,,,,
Fr,5/26/95,496.06,43.642M,60.766M,,,
Th,5/25/95,501.66,68.487M,61.544M,,,
We,5/24/95,500.5,80.006M,62.281M,,,
Tu,5/23/95,503.12,65.137M,62.326M,,,
Mo,5/22/95,495.09,59.756M,61.875M,,,
,,,,,,,
Fr,5/19/95,489.49,55.569M,61.047M,,,
Th,5/18/95,488.02,63.052M,61.29M,,,
We,5/17/95,494.69,65.787M,62.272M,,,
Tu,5/16/95,491.04,62.304M,61.985M,,,
Mo,5/15/95,486.34,54.839M,61.669M,,,
,,,,,,,
Fr,5/12/95,483.19,74.374M,61.226M,,,
Th,5/11/95,479.57,64.178M,59.994M,,,
We,5/10/95,472.88,50.929M,59.321M,,,
Tu,5/9/95,476,57.604M,60.029M,,,
Mo,5/8/95,476.78,45.825M,60.124M,,,
,,,,,,,
Fr,5/5/95,470.3,55.309M,61.967M,,,
Th,5/4/95,474.1,79.541M,61.967M,,,
We,5/3/95,474.93,80.686M,60.94M,,,
Tu,5/2/95,465.38,58.366M,60.084M,,,
Mo,5/1/95,466.05,47.34M,59.606M,,,
,,,,,,,
Fr,4/28/95,469.56,59.21M,59.825M,,,
Th,4/27/95,465.34,77.787M,59.737M,,,
We,4/26/95,463.03,61.487M,59.464M,,,
Tu,4/25/95,459.1,57.555M,59.183M,,,
Mo,4/24/95,456.41,48.201M,58.247M,,,
,,,,,,,
Fr,4/21/95,451.34,55.892M,58.552M,,,
Th,4/20/95,449.01,54.082M,59.478M,,,
We,4/19/95,447.06,61.555M,61.348M,,,
Tu,4/18/95,453.43,59.033M,61.703M,,,
Mo,4/17/95,457.06,73.463M,61.44M,,,
,,,,,,,
Th,4/13/95,458.93,55.305M,61.218M,,,
We,4/12/95,456.98,64.132M,61.299M,,,
Tu,4/11/95,453.33,67.846M,60.575M,,,
Mo,4/10/95,449.36,51.199M,59.583M,,,
,,,,,,,
Fr,4/7/95,444.01,50.629M,58.388M,,,
Th,4/6/95,439.92,57.883M,57.9M,,,
We,4/5/95,444.66,73.692M,57.266M,,,
Tu,4/4/95,441.86,57.277M,56.138M,,,
Mo,4/3/95,448.49,43.522M,55.914M,,,
,,,,,,,
Fr,3/31/95,447.15,52.769M,55.928M,,,
Th,3/30/95,448.42,69.786M,55.491M,,,
We,3/29/95,451.87,82.134M,54.096M,,,
Tu,3/28/95,460.54,66.875M,52.109M,,,
Mo,3/27/95,457.12,55.09M,51.448M,,,
,,,,,,,
Fr,3/24/95,455.43,70.13M,50.582M,,,
Th,3/23/95,448.82,56.524M,49.07M,,,
We,3/22/95,447.13,53.268M,47.997M,,,
Tu,3/21/95,447.13,52.962M,48.174M,,,
Mo,3/20/95,446.61,33.28M,48.06M,,,
,,,,,,,
Fr,3/17/95,443.94,43.312M,48.558M,,,
Th,3/16/95,444.68,48.369M,48.768M,,,
We,3/15/95,443.57,56.777M,49.556M,,,
Tu,3/14/95,446.27,53.911M,48.813M,,,
Mo,3/13/95,440.82,43.728M,48.148M,,,
,,,,,,,
Fr,3/10/95,441.76,46.218M,47.229M,,,
Th,3/9/95,437.02,48.864M,46.144M,,,
We,3/8/95,437.01,52.333M,44.883M,,,
Tu,3/7/95,432.12,56.951M,43.391M,,,
Mo,3/6/95,437.24,42.104M,41.591M,,,
,,,,,,,
Fr,3/3/95,436.68,47.446M,40.78M,,,
Th,3/2/95,431.68,40.438M,39.613M,,,
We,3/1/95,429.8,55.924M,38.914M,,,
Tu,2/28/95,432.5,51.244M,37.182M,,,
Mo,2/27/95,424.75,40.748M,35.762M,,,
,,,,,,,
Fr,2/24/95,428.42,46.459M,35.042M,,,
Th,2/23/95,431.03,60.192M,33.942M,,,
We,2/22/95,429.21,45.636M,31.925M,,,
Tu,2/21/95,424.82,43.934M,30.879M,,,
,,,,,,,
Fr,2/17/95,425.66,29.947M,29.943M,,,
Th,2/16/95,430.86,29.947M,29.94M,,,
We,2/15/95,432.49,29.947M,29.936M,,,
Tu,2/14/95,429.81,29.947M,29.932M,,,
