Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Tu,2/27/24,,,,,34.983,7.9373
Mo,2/26/24,17933.33,238.178M,255.774M,0.8219,34.983,7.9373
,,,,,,,
Fr,2/23/24,17937.61,265.076M,260.989M,0.8217,34.9913,7.9392
Th,2/22/24,18004.7,315.546M,260.156M,0.8186,35.1222,7.9689
We,2/21/24,17478.91,239.847M,263.641M,0.8429,34.0965,7.7362
Tu,2/20/24,17546.1,271.57M,264.102M,0.8338,34.2276,7.7659
Mo,2/19/24,,,,,34.5005,7.8278
,,,,,,,
Fr,2/16/24,17685.98,264.751M,262.012M,0.8272,34.5005,7.8278
Th,2/15/24,17845.72,257.369M,261.267M,0.8212,34.8121,7.8985
We,2/14/24,17807.63,240.485M,263.668M,0.8223,34.7378,7.8816
Tu,2/13/24,17600.42,271.137M,265.197M,0.8303,34.3336,7.7899
Mo,2/12/24,17882.66,231.36M,260.585M,0.8172,34.8841,7.9149
,,,,,,,
Fr,2/9/24,17962.4,256.412M,262.367M,0.8131,35.0397,7.9502
Th,2/8/24,17783.17,233.959M,267.138M,0.8209,34.6901,7.8708
We,2/7/24,17755.07,258.716M,269.21M,0.8215,34.6353,7.8584
Tu,2/6/24,17572.73,238.993M,266.495M,0.8301,34.2796,7.7777
Mo,2/5/24,17613.04,253.204M,267.117M,0.8359,34.3582,7.7955
,,,,,,,
Fr,2/2/24,17642.73,316.412M,262.902M,0.8344,34.4161,7.8087
Th,2/1/24,17344.71,252.575M,256.506M,0.8487,33.8348,7.6768
We,1/31/24,17137.24,367.832M,253.677M,0.8586,33.43,7.5849
Tu,1/30/24,17476.71,246.758M,244.14M,0.8417,34.0922,7.7352
Mo,1/29/24,17596.27,240.22M,245.993M,0.8356,34.3255,7.7881
,,,,,,,
Fr,1/26/24,17421.01,253.58M,244.709M,0.844,33.9836,7.7105
Th,1/25/24,17516.99,293.378M,244.513M,0.8394,34.1708,7.753
We,1/24/24,17499.3,263.423M,240.861M,0.8402,34.1363,7.7452
Tu,1/23/24,17404.21,201.951M,241.302M,0.8448,33.9508,7.7032
Mo,1/22/24,17330.38,258.089M,240.884M,0.8484,33.8068,7.6706
,,,,,,,
Fr,1/19/24,17314,327.974M,233.651M,0.8492,33.7748,7.6633
Th,1/18/24,16982.29,265.038M,223.942M,0.8658,33.1278,7.5165
We,1/17/24,16736.28,217.997M,215.999M,0.8785,32.6479,7.4076
Tu,1/16/24,16830.71,248.327M,212.792M,0.8736,32.8321,7.4494
Mo,1/15/24,,,,,32.8364,7.4504
,,,,,,,
Fr,1/12/24,16832.92,189.982M,210.619M,0.8735,32.8364,7.4504
Th,1/11/24,16820.9,220.462M,216.298M,0.874,32.8129,7.4451
We,1/10/24,16793.04,210.143M,216.746M,0.8755,32.7586,7.4327
Tu,1/9/24,16678.71,224.785M,218.44M,0.8815,32.5356,7.3821
Mo,1/8/24,16649.88,274.541M,269.042M,0.8827,32.4793,7.3694
,,,,,,,
Fr,1/5/24,16305.98,220.965M,276.959M,0.9013,31.8085,7.2172
Th,1/4/24,16282.01,250.642M,279.928M,0.9026,31.7617,7.2065
We,1/3/24,16368.49,238.596M,279.991M,0.8977,31.9304,7.2448
Tu,1/2/24,16543.94,270.043M,284.348M,0.8878,32.2727,7.3225
Mo,1/1/24,,,,,32.8228,7.4473
,,,,,,,
Fr,12/29/23,16825.93,195.681M,282.716M,0.8723,32.8228,7.4473
Th,12/28/23,16898.47,149.588M,287.195M,0.8686,32.9643,7.4794
We,12/27/23,16906.8,182.343M,292.726M,0.8677,32.9805,7.4831
Tu,12/26/23,16878.46,145.889M,295.982M,0.8159,32.9252,7.4705
Mo,12/25/23,,,,,32.7281,7.4258
,,,,,,,
Fr,12/22/23,16777.4,169.897M,303.32M,0.8208,32.7281,7.4258
Th,12/21/23,16757.41,215.731M,308.51M,0.8218,32.6891,7.417
We,12/20/23,16554.16,275.169M,323.847M,0.8319,32.2926,7.327
Tu,12/19/23,16811.85,227.18M,320.927M,0.8192,32.7953,7.4411
Mo,12/18/23,16729.8,235.553M,321.748M,0.8207,32.6352,7.4047
,,,,,,,
Fr,12/15/23,16623.45,983.811M,320.465M,0.7982,32.4278,7.3577
Th,12/14/23,16537.83,393.294M,261.752M,0.8099,32.2607,7.3198
We,12/13/23,16562.37,265.498M,249.074M,0.7955,32.3086,7.3306
Tu,12/12/23,16354.25,251.596M,245.616M,0.8056,31.9026,7.2385
Mo,12/11/23,16221.73,303.951M,245.387M,0.8116,31.6441,7.1799
,,,,,,,
Fr,12/8/23,16084.69,245.563M,242.455M,0.8185,31.3768,7.1192
Th,12/7/23,16022.49,262.861M,244.454M,0.8216,31.2555,7.0917
We,12/6/23,15788.05,232.56M,245.242M,0.8334,30.5045,6.9809
Tu,12/5/23,15877.71,231.175M,249.134M,0.8286,30.6777,7.0035
Mo,12/4/23,15839.67,255.955M,246.935M,0.8288,30.6042,6.9867
,,,,,,,
Fr,12/1/23,15997.58,247.756M,248.485M,0.8205,30.9088,7.0563
Th,11/30/23,15947.87,445.783M,249.657M,0.8227,30.8128,7.0344
We,11/29/23,15987.6,231.369M,236.054M,0.8132,30.8576,7.0503
Tu,11/28/23,16010.43,239.496M,236.223M,0.8114,30.8685,7.0615
Mo,11/27/23,15961.98,216.303M,234.823M,0.8139,30.7378,7.0545
,,,,,,,
Fr,11/24/23,15982.01,103.117M,238.426M,0.8128,30.7679,7.0637
Th,11/23/23,,,,,30.8052,7.0723
We,11/22/23,16001.39,203.124M,251.584M,0.8119,30.8052,7.0723
Tu,11/21/23,15933.62,213.63M,258.133M,0.8149,30.6747,7.0423
Mo,11/20/23,16027.06,248.156M,260.86M,0.8094,30.8761,6.938
,,,,,,,
Fr,11/17/23,15837.99,259.979M,259.949M,0.819,30.5006,6.86
Th,11/16/23,15833.17,275.55M,260.971M,0.8192,30.4914,6.8579
We,11/15/23,15817.18,274.676M,263.168M,0.8189,30.4744,6.8722
Tu,11/14/23,15812.47,290.936M,265.04M,0.8155,33.5198,7.7742
Mo,11/13/23,15482.79,198.194M,261.123M,0.8323,32.8209,7.6121
,,,,,,,
Fr,11/10/23,15529.12,279.207M,262.905M,0.8295,32.9191,7.6349
Th,11/9/23,15187.9,265.335M,264.044M,0.8475,32.1958,7.4672
We,11/8/23,15313.24,241.736M,264.342M,0.8397,32.4615,7.5288
Tu,11/7/23,15296.02,233.904M,263.622M,0.8407,32.425,7.5203
Mo,11/6/23,15154.93,218.505M,264.069M,0.8485,32.1259,7.4509
,,,,,,,
Fr,11/3/23,15099.49,270.335M,264.362M,0.86,32.0084,7.4237
Th,11/2/23,14919.55,300.488M,262.096M,0.8703,31.6269,7.3352
We,11/1/23,14664.91,301.371M,257.484M,0.885,31.0871,7.21
Tu,10/31/23,14409.78,254.535M,251.207M,0.9005,30.5463,7.0846
Mo,10/30/23,14335.51,234.484M,248.626M,0.9051,30.3889,7.0481
,,,,,,,
Fr,10/27/23,14180.42,275.305M,245.455M,0.9146,30.0601,6.9718
Th,10/26/23,14109.57,308.516M,244.446M,0.9192,29.9099,6.937
We,10/25/23,14381.64,302.751M,238.83M,0.9018,30.4866,7.0708
Tu,10/24/23,14745.85,232.176M,234.681M,0.8793,31.2587,7.2498
Mo,10/23/23,14604.85,224.929M,235.09M,0.8878,30.9598,7.1805
,,,,,,,
Fr,10/20/23,14560.88,296.285M,234.303M,0.8905,30.8666,7.1589
Th,10/19/23,14783.13,269.808M,232.249M,0.8771,31.3377,7.2681
We,10/18/23,14909.26,230.936M,229.448M,0.8695,31.6051,7.3302
Tu,10/17/23,15122.01,240.615M,230.825M,0.8573,32.0561,7.4348
Mo,10/16/23,15172.73,222.894M,231.058M,0.8544,32.1636,7.4597
,,,,,,,
Fr,10/13/23,14995.12,236.345M,228.541M,0.8646,31.7871,7.3724
Th,10/12/23,15184.1,231.312M,228.208M,0.8538,32.1877,7.4653
We,10/11/23,15241.12,207.216M,231.603M,0.8506,32.3086,7.4933
Tu,10/10/23,15131.52,215.815M,232.027M,0.8568,32.0763,7.4394
Mo,10/9/23,15047.15,186.919M,231.755M,0.8616,31.8974,7.398
,,,,,,,
Fr,10/6/23,14973.24,260.167M,233.741M,0.8658,31.7407,7.3616
Th,10/5/23,14723.22,224.278M,266.851M,0.8805,31.2107,7.2387
We,10/4/23,14776.25,240.513M,268.215M,0.8771,31.3232,7.2648
Tu,10/3/23,14565.62,238.311M,267.119M,0.8898,30.8767,7.1612
Mo,10/2/23,14837.57,213.13M,266.024M,0.8724,31.4531,7.2949
,,,,,,,
Fr,9/29/23,14715.24,265.481M,268.257M,0.8796,31.1938,7.2348
Th,9/28/23,14702.77,227.787M,265.034M,0.8804,31.1674,7.2286
We,9/27/23,14580.16,251.595M,268.062M,0.8871,30.9075,7.1684
Tu,9/26/23,14545.83,244.106M,265.941M,0.8892,30.8347,7.1515
Mo,9/25/23,14768.9,185.146M,265.238M,0.8758,31.3234,7.2611
,,,,,,,
Fr,9/22/23,14701.1,231.348M,268.342M,0.8798,31.1796,7.2277
Th,9/21/23,14694.24,282.225M,273.639M,0.8802,31.1647,7.224
We,9/20/23,14969.92,213.575M,268.629M,0.864,31.7496,7.3596
Tu,9/19/23,15191.23,211.744M,271.039M,0.8497,32.219,7.4684
Mo,9/18/23,15225.37,216.705M,269.277M,0.8478,32.2914,7.4852
,,,,,,,
Fr,9/15/23,15202.4,756.821M,271.377M,0.8496,32.2423,7.4734
Th,9/14/23,15473.89,244.74M,240.631M,0.8347,32.8181,7.6069
We,9/13/23,15348.53,224.064M,240.461M,0.8412,32.5531,7.5234
Tu,9/12/23,15289.74,221.894M,238.814M,0.8444,32.4284,7.4946
Mo,9/11/23,15461.87,246.629M,239.909M,0.8343,32.7934,7.579
,,,,,,,
Fr,9/8/23,15280.23,217.136M,240.637M,0.8443,32.4082,7.4899
Th,9/7/23,15258.52,273.197M,242.226M,0.8455,32.3621,7.4793
We,9/6/23,15371.44,219.785M,238.245M,0.8385,32.6021,7.5347
Tu,9/5/23,15508.24,233.556M,237.137M,0.8311,32.8923,7.5856
Mo,9/4/23,,,,,32.8239,7.5771
,,,,,,,
Fr,9/1/23,15490.86,231.709M,236.244M,0.832,32.8239,7.5771
Th,8/31/23,15501.07,310.802M,234.062M,0.8309,32.8466,7.5821
We,8/30/23,15462.43,207.082M,227.049M,0.8316,32.6927,7.5622
Tu,8/29/23,15376.55,249.724M,228.816M,0.8356,32.5024,7.5215
Mo,8/28/23,15052.46,185.31M,228.159M,0.8536,31.8268,7.3681
,,,,,,,
Fr,8/25/23,14941.83,248.212M,231.16M,0.8599,31.5929,7.3139
Th,8/24/23,14816.44,295.63M,233.656M,0.8672,31.331,7.1741
We,8/23/23,15148.06,242.181M,230.449M,0.8478,31.8811,7.2918
Tu,8/22/23,14908.96,199.368M,234.724M,0.8609,31.4342,7.2935
Mo,8/21/23,14936.69,238.31M,235.582M,0.8593,31.4926,7.3071
,,,,,,,
Fr,8/18/23,14694.84,257.548M,236.674M,0.8729,30.9732,7.1911
Th,8/17/23,14715.81,240.968M,239.24M,0.8716,30.9585,7.202
We,8/16/23,14876.47,213.495M,242.662M,0.8613,31.3081,7.3524
Tu,8/15/23,15037.65,203.158M,246.034M,0.8496,31.4935,7.4635
Mo,8/14/23,15205.59,220.158M,248.289M,0.8402,31.8451,7.5469
,,,,,,,
Fr,8/11/23,15028.07,198.983M,248.342M,0.8498,31.4756,7.4588
Th,8/10/23,15128.84,205.612M,288.361M,0.8431,31.6866,7.5088
We,8/9/23,15101.71,233.588M,296.967M,0.8439,31.6298,7.4953
Tu,8/8/23,15273.05,239.857M,299.425M,0.8373,31.9793,7.5802
Mo,8/7/23,15407.85,230.328M,300.689M,0.83,32.2548,7.6503
,,,,,,,
Fr,8/4/23,15274.92,285.659M,301.147M,0.837,34.076,7.6419
Th,8/3/23,15353.54,247.523M,299.245M,0.841,34.2514,7.6813
We,8/2/23,15370.74,306.306M,298.925M,0.84,34.2898,7.6899
Tu,8/1/23,15718.01,212.235M,297.695M,0.8215,35.0645,7.8636
Mo,7/31/23,15757,254.695M,299.217M,0.8193,35.1514,7.8831
,,,,,,,
Fr,7/28/23,15750.93,296.036M,300.316M,0.8196,35.1379,7.8801
Th,7/27/23,15464.93,292.295M,296.586M,0.8341,34.4999,7.737
We,7/26/23,15499.26,264.082M,293.278M,0.8323,34.5765,7.7542
Tu,7/25/23,15561.42,236.982M,290.582M,0.8287,34.7151,7.7853
Mo,7/24/23,15448.02,220.956M,284.819M,0.8348,34.4622,7.7285
,,,,,,,
Fr,7/21/23,15425.67,799.259M,291.272M,0.7191,34.4123,7.7173
Th,7/20/23,15466.09,334.705M,253.08M,0.7172,34.5025,7.7376
We,7/19/23,15826.35,270.464M,247.285M,0.7008,35.3062,7.9178
Tu,7/18/23,15841.35,258.815M,247.232M,0.7002,35.3396,7.9253
Mo,7/17/23,15713.28,237.197M,247.741M,0.7059,35.0539,7.8612
,,,,,,,
Fr,7/14/23,15565.6,257.13M,259.986M,0.7111,34.7245,7.7873
Th,7/13/23,15571.98,242.723M,258.496M,0.7108,34.7387,7.7905
We,7/12/23,15307.23,287.846M,262.926M,0.7231,34.1481,7.6581
Tu,7/11/23,15119.06,235.076M,262.816M,0.7321,33.7283,7.5639
Mo,7/10/23,15045.64,271.168M,298.568M,0.7357,33.5645,7.5272
,,,,,,,
Fr,7/7/23,15036.85,240.09M,301.909M,0.7361,33.5449,7.5228
Th,7/6/23,15089.45,242.671M,306.516M,0.7334,33.6622,7.5491
We,7/5/23,15203.78,223.645M,308.717M,0.7278,33.9173,7.6063
Tu,7/4/23,,,,,33.9283,7.6088
Mo,7/3/23,15208.69,150.545M,312.749M,0.7273,33.9283,7.6088
,,,,,,,
Fr,6/30/23,15179.21,317.742M,319.934M,0.7282,33.8625,7.594
Th,6/29/23,14939.95,226.38M,315.764M,0.7399,33.3287,7.4743
We,6/28/23,14964.57,247.779M,322.989M,0.7382,33.3837,7.4867
Tu,6/27/23,14945.91,269.677M,323.089M,0.7391,33.342,7.4773
Mo,6/26/23,14689.02,266.452M,322.062M,0.752,32.7689,7.3488
,,,,,,,
Fr,6/23/23,14891.48,420.861M,322.565M,0.7418,33.2206,7.4501
Th,6/22/23,15042.32,234.783M,315.496M,0.7344,33.5571,7.5256
We,6/21/23,14867.45,309.181M,340.887M,0.743,33.167,7.4381
Tu,6/20/23,15070.15,286.186M,340.793M,0.7316,33.6192,7.5395
Mo,6/19/23,,,,,33.6499,7.5464
,,,,,,,
Fr,6/16/23,15083.92,771.36M,345.319M,0.7319,33.6499,7.5464
Th,6/15/23,15185.48,321.279M,316.779M,0.727,33.8765,7.5972
We,6/14/23,15005.69,309.205M,311.444M,0.7358,33.4754,7.5072
Tu,6/13/23,14900.85,275.675M,306.956M,0.7406,33.2415,7.4548
Mo,6/12/23,14784.3,284.129M,303.752M,0.7459,32.9815,7.3965
,,,,,,,
Fr,6/9/23,14528.36,258.316M,302.582M,0.7591,32.4105,7.2684
Th,6/8/23,14484.54,255.204M,303.85M,0.7614,32.3128,7.2465
We,6/7/23,14303.29,334.754M,303.819M,0.7704,31.9084,7.1558
Tu,6/6/23,14558.09,249.266M,295.524M,0.7551,32.4769,7.2675
Mo,6/5/23,14556.5,254.286M,292.275M,0.7576,32.4733,7.2667
,,,,,,,
Fr,6/2/23,14546.64,273.996M,290.224M,0.7581,32.4513,7.2618
Th,6/1/23,14441.51,314.825M,288.352M,0.7632,32.2168,7.2093
We,5/31/23,14254.09,615.642M,286.446M,0.7722,31.739,7.1139
Tu,5/30/23,14354.99,307.765M,260.909M,0.7662,31.9545,7.1648
Mo,5/29/23,,,,,31.8287,7.1365
,,,,,,,
Fr,5/26/23,14298.41,354.084M,254.54M,0.7691,31.8287,7.1365
Th,5/25/23,13938.53,343.26M,248.608M,0.7889,31.0402,6.8404
We,5/24/23,13604.48,241.259M,242.136M,0.8078,30.2483,6.6862
Tu,5/23/23,13672.54,241.884M,243.242M,0.8034,30.4023,6.6607
Mo,5/22/23,13849.74,227.611M,243.749M,0.7931,30.7618,6.7542
,,,,,,,
Fr,5/19/23,13803.49,266.573M,242.69M,0.7957,30.6486,6.7326
Th,5/18/23,13834.62,277.337M,244.973M,0.7978,30.7177,6.7477
We,5/17/23,13589.26,254.737M,247.915M,0.8121,30.1826,6.6893
Tu,5/16/23,13426.01,210.34M,250.44M,0.8186,29.7767,6.7602
Mo,5/15/23,13413.51,200.528M,254.011M,0.8193,29.749,6.7539
,,,,,,,
Fr,5/12/23,13340.18,223.514M,253.915M,0.8238,29.5863,6.717
Th,5/11/23,13389.78,245.924M,254.789M,0.8194,29.6965,6.742
We,5/10/23,13347.83,286.232M,255.84M,0.821,29.6015,6.7512
Tu,5/9/23,13201.11,232.588M,249.955M,0.833,29.2764,6.677
Mo,5/8/23,13291.64,212.236M,247.688M,0.8271,29.4453,6.7192
,,,,,,,
Fr,5/5/23,13259.13,265.091M,246.93M,0.8292,29.4652,6.8025
Th,5/4/23,12982.48,246.182M,243.09M,0.8462,28.8504,6.6605
We,5/3/23,13030.21,257.847M,242.08M,0.8503,28.9565,6.685
Tu,5/2/23,13113.66,249.502M,240.667M,0.8449,29.1419,6.7278
Mo,5/1/23,13231.47,211.724M,237.783M,0.8374,29.4037,6.7883
,,,,,,,
Fr,4/28/23,13245.99,300.809M,236.831M,0.8361,29.436,6.7957
Th,4/27/23,13160.03,321.472M,232.087M,0.8416,29.2449,6.7516
We,4/26/23,12806.48,292.607M,227.146M,0.8648,28.4593,6.5702
Tu,4/25/23,12725.11,263.914M,222.822M,0.8702,28.2785,6.5285
Mo,4/24/23,12969.76,199.089M,221.719M,0.8538,28.8221,6.654
,,,,,,,
Fr,4/21/23,13000.77,236.62M,229.638M,0.8517,28.8911,6.6699
Th,4/20/23,12985.98,261.691M,228.714M,0.8527,28.8582,6.6623
We,4/19/23,13088.71,197.959M,229.247M,0.846,29.0865,6.7108
Tu,4/18/23,13091.79,198.578M,229.627M,0.8458,29.0933,6.7123
Mo,4/17/23,13087.71,200.871M,231.392M,0.8461,29.0843,6.7102
,,,,,,,
Fr,4/14/23,13079.52,207.483M,235.384M,0.8466,29.0661,6.706
Th,4/13/23,13109.39,231.035M,241.376M,0.8447,29.1324,6.7214
We,4/12/23,12848.35,236.657M,244.599M,0.8618,28.5523,6.5875
Tu,4/11/23,12964.16,206.234M,249.002M,0.8541,28.8097,6.6469
Mo,4/10/23,13051.23,197.45M,254.674M,0.8484,29.0032,6.6915
,,,,,,,
Fr,4/7/23,,,,,29.0285,6.6974
Th,4/6/23,13062.6,229.649M,289.23M,0.8477,29.0285,6.6974
We,4/5/23,12967.2,247.343M,296.883M,0.8536,28.8165,6.6485
Tu,4/4/23,13100.07,227.758M,303.302M,0.8427,29.1117,6.7166
Mo,4/3/23,13148.35,247.364M,309.755M,0.8387,29.219,6.7413
,,,,,,,
Fr,3/31/23,13181.35,317.869M,316.676M,0.8366,29.2924,6.7583
Th,3/30/23,12963.14,222.773M,316.075M,0.8507,28.8074,6.6464
We,3/29/23,12846.03,269.681M,319.643M,0.8579,28.5472,6.5863
Tu,3/28/23,12610.57,203.659M,317.292M,0.8739,28.0239,6.4656
Mo,3/27/23,12673.07,225.048M,321.053M,0.8696,28.1612,6.4969
,,,,,,,
Fr,3/24/23,12767.05,260.762M,322.052M,0.8632,28.3701,6.5451
Th,3/23/23,12729.23,297.351M,323.279M,0.8658,28.286,6.5257
We,3/22/23,12567.15,279.379M,319.829M,0.8769,27.9259,6.4426
Tu,3/21/23,12741.44,302.703M,317.841M,0.865,28.3132,6.5319
Mo,3/20/23,12562.61,291.326M,318.791M,0.8756,27.9158,6.4403
,,,,,,,
Fr,3/17/23,12519.88,715.784M,314.452M,0.8778,27.8018,6.4227
Th,3/16/23,12581.39,344.446M,284.304M,0.8735,27.9383,6.4543
We,3/15/23,12251.32,343.619M,280.35M,0.897,27.2055,6.2849
Tu,3/14/23,12199.79,324.557M,275.164M,0.9008,27.091,6.2585
Mo,3/13/23,11923.17,351.182M,272.999M,0.9207,26.4768,6.1166
,,,,,,,
Fr,3/10/23,11830.28,308.86M,267.299M,0.9278,26.2705,6.0689
Th,3/9/23,11995.88,276.292M,266.38M,0.915,26.6382,6.1539
We,3/8/23,12215.33,234.417M,264.57M,0.8977,27.1089,6.2665
Tu,3/7/23,12152.17,260.075M,267.255M,0.9024,26.9687,6.2339
Mo,3/6/23,12302.48,240.031M,266.997M,0.8914,27.2719,6.3112
,,,,,,,
Fr,3/3/23,12290.81,279.168M,268.806M,0.8922,27.2451,6.3052
Th,3/2/23,12044.87,245.596M,270.939M,0.9104,26.6999,6.179
We,3/1/23,11938.57,249.565M,275.043M,0.9142,26.3478,6.1266
Tu,2/28/23,12042.12,316.95M,279.744M,0.9057,26.5773,6.1801
Mo,2/27/23,12057.79,226.237M,275.446M,0.9044,26.5786,6.1852
,,,,,,,
Fr,2/24/23,11969.65,263.57M,283.299M,0.9108,26.2837,6.1413
Th,2/23/23,12180.14,285.129M,292.965M,0.8941,26.7455,6.1897
We,2/22/23,12066.27,265.828M,297.336M,0.9012,26.4006,6.1344
Tu,2/21/23,12060.3,292.083M,300.761M,0.9015,26.2675,6.137
Mo,2/20/23,,,,,26.8988,6.1587
,,,,,,,
Fr,2/17/23,12358.18,265.681M,299.885M,0.8798,26.9,6.1605
Th,2/16/23,12442.48,295.081M,305.158M,0.8734,27.0857,6.2026
We,2/15/23,12687.89,249.139M,303.52M,0.8564,27.5721,6.368
Tu,2/14/23,12590.89,274.7M,304.201M,0.8602,25.5824,6.6266
Mo,2/13/23,12502.31,256.194M,300.654M,0.8654,25.4024,6.58
,,,,,,,
Fr,2/10/23,12304.92,267.174M,302.902M,0.8791,25.0013,6.4761
Th,2/9/23,12381.17,311.165M,308.034M,0.8805,25.1563,6.5162
We,2/8/23,12495.38,307.156M,304.637M,0.8719,25.3883,6.5764
Tu,2/7/23,12728.27,320.073M,302.209M,0.8555,25.8615,6.6989
Mo,2/6/23,12464.51,252.478M,298.352M,0.8736,25.3264,6.5601
,,,,,,,
Fr,2/3/23,12573.36,344.029M,296.82M,0.8659,25.5476,6.6174
Th,2/2/23,12803.14,408.562M,291.557M,0.8503,26.0145,6.7383
We,2/1/23,12363.1,350.691M,282.944M,0.8802,25.1204,6.5067
Tu,1/31/23,12101.93,317.204M,275.017M,0.899,24.5897,6.3693
Mo,1/30/23,11912.39,278.949M,272.154M,0.9133,24.2036,6.2695
,,,,,,,
Fr,1/27/23,12166.6,344.774M,274.615M,0.8935,24.7201,6.4033
Th,1/26/23,12051.48,270.511M,270.306M,0.9021,24.4862,6.3427
We,1/25/23,11814.69,259.353M,271.767M,0.9202,24.0051,6.2181
Tu,1/24/23,11846.64,221.491M,274.112M,0.9177,24.07,6.2349
Mo,1/23/23,11872.54,289.914M,274.327M,0.9157,24.1225,6.2485
,,,,,,,
Fr,1/20/23,11619.03,344.165M,270.34M,0.9357,23.6048,6.1151
Th,1/19/23,11295.67,260.199M,261.502M,0.9624,22.9474,5.9449
We,1/18/23,11410.29,270.747M,258.906M,0.9528,23.1803,6.0053
Tu,1/17/23,11557.19,262.209M,253.651M,0.9407,23.4787,6.0826
Mo,1/16/23,,,,,23.4467,6.0743
,,,,,,,
Fr,1/13/23,11541.48,229.497M,256.589M,0.9419,23.4467,6.0743
Th,1/12/23,11459.61,265.083M,257.181M,0.9487,23.2804,6.0312
We,1/11/23,11402.52,279.373M,257.167M,0.9534,23.1644,6.0012
Tu,1/10/23,11205.78,231.785M,257.648M,0.9702,22.7647,5.8976
Mo,1/9/23,11108.45,274.266M,299.648M,0.9787,22.567,5.8464
,,,,,,,
Fr,1/6/23,11040.35,315.856M,303.087M,0.9844,22.4286,5.8106
Th,1/5/23,10741.22,280.141M,301.771M,1.0119,21.8209,5.6531
We,1/4/23,10914.8,292.432M,306.419M,0.9956,22.1736,5.7445
Tu,1/3/23,10862.64,294.523M,303.323M,1,22.0676,5.717
Mo,1/2/23,,,,,22.2243,5.7576
,,,,,,,
Fr,12/30/22,10939.76,224.711M,299.953M,0.9922,22.2243,5.7576
Th,12/29/22,10951.05,230.108M,300.88M,0.991,22.2472,5.7636
We,12/28/22,10679.34,211.596M,300.758M,1.0158,21.6952,5.6206
Tu,12/27/22,10822.51,221.266M,302.248M,1.0022,21.9861,5.6959
Mo,12/26/22,,,,,22.3171,5.7817
,,,,,,,
Fr,12/23/22,10985.45,191.918M,302.77M,0.9873,22.3171,5.7817
Th,12/22/22,10956.14,306.284M,305.651M,0.9899,22.2575,5.7662
We,12/21/22,11235.88,238.378M,302.405M,0.9653,22.8258,5.9135
Tu,12/20/22,11072.42,264.866M,319.624M,0.9796,22.4938,5.8274
Mo,12/19/22,11084.59,286.594M,315.111M,0.9785,22.5185,5.8338
,,,,,,,
Fr,12/16/22,11243.72,861.782M,311.931M,0.9966,22.8418,5.9176
Th,12/15/22,11345.22,325.859M,261.243M,0.9927,23.0482,5.971
We,12/14/22,11740.92,296.116M,251.57M,0.9501,23.8521,6.1793
Tu,12/13/22,11834.21,349.85M,246.349M,0.9417,24.0428,6.2284
Mo,12/12/22,11706.44,246M,237.719M,0.9517,23.7826,6.1611
,,,,,,,
Fr,12/9/22,11563.33,243.971M,237.829M,0.9635,23.4923,6.0858
Th,12/8/22,11637.5,238.619M,237.232M,0.9573,23.643,6.1248
We,12/7/22,11497.39,228.272M,238.252M,0.9682,22.9953,6.0413
Tu,12/6/22,11549.69,233.951M,242.446M,0.9638,23.0999,6.0687
Mo,12/5/22,11786.8,229.098M,245.022M,0.9443,23.5741,6.1933
,,,,,,,
Fr,12/2/22,11994.26,235.13M,250.992M,0.9279,23.9891,6.3023
Th,12/1/22,12041.89,257.588M,265.461M,0.9239,24.0843,6.3274
We,11/30/22,12030.06,496.664M,268.053M,0.9236,24.0607,6.3211
Tu,11/29/22,11503.45,197.171M,252.522M,0.9649,23.0074,6.0444
Mo,11/28/22,11587.75,238.903M,257.14M,0.9577,23.176,6.0887
,,,,,,,
Fr,11/25/22,11756.03,101.458M,264.753M,0.944,23.5126,6.1772
Th,11/24/22,,,,,23.678,6.2206
We,11/23/22,11838.72,180.758M,278.883M,0.9374,23.678,6.2206
Tu,11/22/22,11724.84,217.808M,289.684M,0.9463,23.4502,6.1608
Mo,11/21/22,11553.45,220.393M,292.452M,0.9591,23.1074,6.0707
,,,,,,,
Fr,11/18/22,11677.02,247.656M,298.043M,0.9515,23.3546,6.1356
Th,11/17/22,11676.86,235.016M,305.274M,0.9515,23.355,6.1356
We,11/16/22,11699.09,253.911M,312.61M,0.9496,23.3994,6.1472
Tu,11/15/22,11871.15,291.185M,317.892M,0.9324,23.7436,6.2376
Mo,11/14/22,11700.94,272.585M,316.959M,0.946,23.4031,6.1482
,,,,,,,
Fr,11/11/22,11817.01,318.659M,317.52M,0.9361,23.6353,6.2092
Th,11/10/22,11605.96,452.156M,317.888M,0.9531,23.2131,6.0983
We,11/9/22,10797.55,296.474M,303.853M,1.0244,21.5962,5.6735
Tu,11/8/22,11059.5,263.7M,299.049M,0.999,22.1186,5.8112
Mo,11/7/22,10977,266.44M,297.926M,1.0061,21.9524,5.7678
,,,,,,,
Fr,11/4/22,10857.03,353.096M,299.741M,1.0172,21.7125,5.7048
Th,11/3/22,10690.6,313.412M,296.177M,1.0313,21.3796,5.6173
We,11/2/22,10906.34,342.767M,298.968M,1.011,21.8133,5.7284
Tu,11/1/22,11288.95,259.332M,291.782M,0.9767,22.5785,5.9294
Mo,10/31/22,11405.57,304.257M,293.554M,0.9668,22.8118,5.9906
,,,,,,,
Fr,10/28/22,11546.21,356.119M,289.791M,0.955,23.0931,6.0645
